encoded_0,encoded_1,encoded_2,encoded_3,encoded_4,encoded_5,encoded_6,encoded_7,start_date
0.7109674,0.70245457,0.41232353,0.03487761,0.0,0.0,0.731813,1.3152843,2010-10-28
0.74959195,0.80397403,0.40210167,0.03824136,0.0,0.0,0.86825407,1.4625554,2010-10-29
0.7419233,0.8175137,0.42043248,0.037841942,0.0,0.0,0.82064664,1.4308721,2010-11-01
0.82724404,0.8554399,0.57316947,0.03609473,0.0,0.0,1.0209968,1.6179093,2010-11-02
0.910314,0.8572308,0.7793609,0.018467758,0.0,0.0,1.1077679,1.6818748,2010-11-03
0.9972009,0.956553,0.83606255,0.017711472,0.0,0.0,1.3140017,1.8738897,2010-11-04
1.0047653,1.0711155,0.83588284,0.037629273,0.0,0.0,1.5346106,2.073451,2010-11-05
0.94976103,1.0940745,0.90847886,0.03828631,0.0,0.0,1.5141954,2.0074773,2010-11-08
0.8702542,1.0335155,0.88988453,0.022396918,0.0,0.0,1.2417657,1.6654998,2010-11-09
0.88940156,1.0850024,0.68823147,0.02306376,0.0,0.0,1.1510178,1.580306,2010-11-10
0.8977543,1.1040696,0.5292411,0.028462645,0.0,0.0,1.079459,1.5303601,2010-11-11
0.89043945,1.109434,0.43647563,0.0306154,0.0,0.0,1.0481426,1.4995209,2010-11-12
0.85600895,1.0723691,0.39063886,0.029553618,0.0,0.0,0.92601347,1.3808242,2010-11-15
0.85334665,1.1214318,0.321842,0.025333878,0.0,0.0,0.94615114,1.3937843,2010-11-16
0.8680158,1.1663985,0.37209073,0.028816503,0.0,0.0,1.0797251,1.530641,2010-11-17
0.8214748,1.1745508,0.36934114,0.037211668,0.0,0.0,1.0372758,1.4711057,2010-11-18
0.8239197,1.172511,0.3827799,0.036468696,0.0,0.0,0.9999735,1.4221781,2010-11-19
0.8557156,1.1992645,0.42296916,0.031418752,0.0,0.0,1.0644,1.4678032,2010-11-22
0.89901125,1.3314837,0.5140621,0.045394357,0.0,0.0,1.4037026,1.784463,2010-11-23
0.9187322,1.2977544,0.9364307,0.029448759,0.0,0.0,1.6623926,1.9883567,2010-11-24
0.9214801,1.4252944,1.0578713,0.03721438,0.0,0.0,1.8259141,2.0650616,2010-11-25
0.8704323,1.4807006,1.0086517,0.04081614,0.0,0.0,1.7744596,1.9158872,2010-11-26
0.8566776,1.5550852,0.9099636,0.052721005,0.0,0.0,1.7933105,1.8877913,2010-11-29
0.7947649,1.5222298,0.7591649,0.058483656,0.0,0.0,1.6459414,1.6847934,2010-11-30
0.71760434,1.4582417,0.6568707,0.04934592,0.0,0.0,1.4225525,1.4214839,2010-12-01
0.7797883,1.4746162,0.55861247,0.059358742,0.0,0.0,1.4445449,1.4136097,2010-12-02
0.8396448,1.5055871,0.57186836,0.07097004,0.0,0.0,1.5867928,1.5525149,2010-12-03
1.0443488,1.6644038,1.2109786,0.08608483,0.0,0.0,2.401366,2.2880237,2010-12-06
1.0495973,1.8422768,1.6438996,0.09631866,0.0,0.0,2.7915752,2.5976734,2010-12-07
0.8907837,1.9146118,1.5748502,0.112993404,0.0,0.0,2.6568973,2.2931848,2010-12-08
0.8836496,2.0772026,1.4682096,0.14435613,0.0,0.0,2.782887,2.3278093,2010-12-09
0.7812758,2.1895506,1.259034,0.18292804,0.0,0.0,2.7752593,2.2498915,2010-12-10
0.49523968,1.9635391,0.99525803,0.1666759,0.0,0.0,2.2197292,1.5957495,2010-12-13
0.51544255,2.0235589,0.7828076,0.20480232,0.0,0.0,2.3107955,1.5865158,2010-12-14
0.56326777,2.0633404,0.8910777,0.22242223,0.0,0.0,2.501983,1.7372735,2010-12-15
0.4997378,1.9940937,0.8526629,0.22010793,0.0,0.0,2.3778493,1.5145609,2010-12-16
0.49647945,1.8883569,0.74002254,0.2093582,0.0,0.0,2.2090828,1.2800068,2010-12-17
0.6242941,1.9713361,0.7550581,0.24339163,0.0,0.0,2.4888284,1.5109799,2010-12-20
0.60790735,1.9605806,0.7042829,0.26483148,0.0,0.0,2.4773958,1.4557863,2010-12-21
0.5396425,2.0155394,0.5666349,0.30710724,0.0,0.0,2.4482365,1.3567291,2010-12-22
0.47440523,1.8788044,0.62828135,0.27120054,0.0,0.0,2.2884552,1.1655376,2010-12-23
0.5279221,1.9175487,0.57925725,0.28732285,0.0,0.0,2.3592746,1.1865726,2010-12-24
0.4900422,1.7253232,0.54258657,0.25602436,0.0,0.0,2.125995,0.9412107,2010-12-27
0.5770492,1.518574,0.64066565,0.19399735,0.0,0.0,1.9585463,0.7710074,2010-12-28
0.81241024,1.5090952,0.61188304,0.20098047,0.0,0.0,2.1075306,0.94156414,2010-12-29
0.9111835,1.4458971,0.5889983,0.19850966,0.0,0.0,2.0949047,0.96971595,2010-12-30
0.99760514,1.3681875,0.59011793,0.19283906,0.0,0.0,2.073822,0.9819988,2010-12-31
1.082107,1.4571426,0.5612967,0.23469374,0.0,0.0,2.2977643,1.2439907,2011-01-03
0.96669406,1.447462,0.5355154,0.24033983,0.0,0.0,2.1950884,1.1756665,2011-01-04
0.898424,1.4445632,0.5579595,0.24220829,0.0,0.0,2.1820335,1.1845125,2011-01-05
0.8378302,1.4382942,0.62427014,0.23235662,0.0,0.0,2.1903386,1.2151533,2011-01-06
0.7637134,1.3032115,0.714518,0.17673384,0.0,0.0,1.9701184,0.9738326,2011-01-07
0.9004434,0.9830899,1.1893954,0.049365398,0.0,0.0,1.7022635,0.7519548,2011-01-10
1.270676,0.97558844,1.133373,0.031642254,0.0,0.0,1.8462281,0.9480388,2011-01-11
1.5352919,1.1193495,0.9498726,0.08857168,0.0,0.0,2.2708077,1.4729048,2011-01-12
1.5210679,1.2249858,0.9367672,0.15576549,0.0,0.0,2.6023495,1.8289571,2011-01-13
1.2623007,1.238575,0.91685796,0.16238277,0.0,0.0,2.4107566,1.6786574,2011-01-14
0.9466366,1.2351003,0.7584952,0.14533283,0.0,0.0,1.9844697,1.2634064,2011-01-17
0.8742408,1.2212051,0.7114097,0.118560955,0.0,0.0,1.7637643,1.080258,2011-01-18
0.89559966,1.2619419,0.558005,0.13028935,0.0,0.0,1.7451068,1.0815395,2011-01-19
0.8721882,1.2809047,0.4416698,0.15250887,0.0,0.0,1.7067872,1.0754538,2011-01-20
0.82401663,1.2558382,0.3982978,0.14827788,0.0,0.0,1.5932561,0.99076605,2011-01-21
0.8004957,1.2225478,0.3757369,0.1327751,0.0,0.0,1.4813951,0.89272404,2011-01-24
0.8190625,1.2308782,0.32082063,0.13136244,0.0,0.0,1.4483911,0.9025491,2011-01-25
0.84148294,1.2489972,0.2924429,0.13964288,0.0,0.0,1.4799596,0.9714988,2011-01-26
0.81790197,1.3135059,0.25138536,0.16542177,0.0,0.0,1.5434277,1.0564313,2011-01-27
0.7587845,1.3316543,0.3459258,0.16808657,0.0,0.0,1.630391,1.1449947,2011-01-28
0.6863436,1.1967609,0.5622503,0.11076072,0.0,0.0,1.4607764,0.95585644,2011-02-08
0.8292665,0.92657137,1.0520805,0.0,0.0,0.0,1.1855823,0.73031825,2011-02-09
1.3575003,0.76875067,1.5405343,0.0,0.0,0.0,1.2608587,0.90152717,2011-02-10
1.8545828,0.8532989,1.4998335,0.0,0.0,0.0,1.733706,1.5108973,2011-02-11
1.997225,0.8158531,1.411781,0.0,0.0,0.0,1.7628556,1.6544822,2011-02-14
1.9720237,0.8278078,1.1752217,0.0,0.0,0.0,1.7235128,1.698558,2011-02-15
1.7557569,0.84348166,0.9481844,0.0,0.0,0.0,1.5251267,1.5749202,2011-02-16
1.4997821,0.8644505,0.7482377,0.0,0.0,0.0,1.1995481,1.3524473,2011-02-17
1.4059982,0.8203043,0.7472007,0.0,0.0,0.0,0.96908605,1.1852089,2011-02-18
1.3784766,0.8767131,0.6357237,0.0,0.0,0.0,0.91820824,1.2248659,2011-02-21
