日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,SMA_5,SMA_20,SMA_60,SMA_50,SMA_200,EMA_5,EMA_20,RSI,MACD,MACD_signal,MACD_hist,Support_Level,Resistance_Level,股票代碼,漲跌價差_pct,成交股數_pct,成交金額_pct,開盤價_pct,最高價_pct,最低價_pct,收盤價_pct,成交筆數_pct,SMA_5_pct,SMA_20_pct,SMA_60_pct,SMA_50_pct,SMA_200_pct,EMA_5_pct,EMA_20_pct,RSI_pct,MACD_pct,MACD_signal_pct,MACD_hist_pct,Support_Level_pct,Resistance_Level_pct
2024-12-04,50379504.0,10055268944.0,197.5,201.5,197.0,201.0,4.5,32459.0,196.9,205.675,198.5,203.26,176.1725,198.5223943712407,202.83272993143183,47.01781278696356,-2.432716434496569,-1.124020825100016,-1.3086956093965536,176.1725,205.675,2317,0.926829268292683,-3.4322727806383457,-2.494985153759399,-0.5037783375314908,0.7500000000000062,0.2544529262086481,2.2900763358778553,-32.36581096849475,0.4591836734693988,-0.30295685894328184,0.18084703705261163,0.2416531045026371,0.2789122422552026,0.627929978668651,-0.09502195472488317,15.903892839965629,-7.940489756523217,41.05856382298221,-29.094918671955384,0.2789122422552026,-0.30295685894328184
2024-12-04,35431584.0,37738286825.0,1065.0,1070.0,1055.0,1070.0,15.0,45553.0,1032.2,1036.8,1014.3,1031.98,904.235,1042.7479813090115,1033.541634087457,59.54293138674789,0.8261040867714655,-1.6557000541711766,2.481804140942642,904.235,1036.8,2330,0.6956521739130435,-27.143603387426296,-26.73543584281606,0.4716981132075526,0.46948356807512415,0.0,1.4218009478673022,-18.637922411945418,1.3749754468670217,0.04824857666698712,0.2983008388681041,0.21363786439823063,0.24500429588980577,1.324042214305865,0.3727015781233467,5.472690413457837,-129.3541499102219,-27.258780760347044,-561.2027165906381,0.24500429588980577,0.04824857666698712
2024-12-04,4844752.0,6364952020.0,1315.0,1325.0,1305.0,1320.0,5.0,6345.0,1291.0,1277.25,1245.1666666666667,1269.5,1210.13,1300.1902901339604,1282.4780850446948,58.03426686238821,7.611887067186217,3.6953846124344434,3.9165024547517735,1210.13,1277.25,2454,0.5714285714285714,-21.997356307589268,-21.818269994750892,-0.7547169811320753,-0.3759398496240629,0.7722007722007707,0.3802281368821214,-19.795221843003407,1.0963194988253822,0.0587544065804968,0.2482388460248286,0.316080600553148,0.16139979142180128,0.7676483561544156,0.30892354274032474,1.355255676953404,56.41285964196905,36.04684288721327,82.13949561219232,0.16139979142180128,0.0587544065804968
2024-12-05,46475440.0,9319676695.0,203.0,203.5,199.0,199.0,-2.0,47064.0,197.6,204.775,198.9,203.7,176.6575,198.6815962474938,202.46770803320024,44.69560347680794,-2.4001396453925565,-1.379244589158524,-1.0208950562340324,176.6575,204.775,2317,0.6097560975609757,-7.749310116272678,-7.31549054626659,2.784810126582271,0.992555831265518,1.0152284263959421,-0.995024875621886,44.99522474506301,0.3555104113763363,-0.43758356630606565,0.2015113350126052,0.2164715143166296,0.2752983581432833,0.08019340929132923,-0.17996202997168087,-4.938999014432022,-1.3391116466376807,22.7063198794202,-21.991405113311835,0.2752983581432833,-0.43758356630606565
2024-12-05,41293183.0,44420331699.0,1070.0,1080.0,1070.0,1075.0,5.0,51311.0,1046.2,1037.3,1017.1833333333332,1034.02,906.435,1053.4986542060078,1037.4900498886516,60.54771493856705,4.067692603815885,-0.5110215225737642,4.57871412638965,906.435,1037.3,2330,0.608695652173913,16.54342916195901,17.706275075458457,0.46948356807512415,0.9345794392523255,1.4218009478673022,0.4672897196261738,12.640221280705987,1.3563262933540043,0.04822530864196928,0.28426829669063736,0.19767824957848124,0.24329958473183755,1.0309943619838613,0.3820277452761589,1.6874942640845214,392.3946835456314,-69.1356220417849,84.49135654397597,0.24329958473183755,0.04822530864196928
2024-12-05,5559581.0,7367160465.0,1325.0,1335.0,1310.0,1325.0,5.0,10447.0,1305.0,1278.25,1248.75,1273.5,1212.075,1308.4601934226405,1286.5277912309143,58.8390474220124,10.07491892147641,4.971291474242837,5.103627447233573,1212.075,1278.25,2454,0.5714285714285714,14.754707774515596,15.745734482378705,0.7604562737642651,0.7547169811320753,0.3831417624521105,0.37878787878788955,64.64933018124508,1.0844306738962084,0.07829320806420625,0.28777941373310245,0.3150846790074935,0.16072653351293376,0.6360533032305549,0.3157719600392461,1.3867333958616168,32.35770358322814,34.52703833628436,30.31084510215223,0.16072653351293376,0.07829320806420625
2024-12-06,47526532.0,9465077239.0,199.5,201.5,197.5,198.0,-1.0,36972.0,198.1,203.775,199.25833333333333,204.06,177.14,198.45439749832923,202.0422120300383,43.53773440659754,-2.4270365810473606,-1.5888029875362917,-0.8382335935110692,177.14,204.06,2317,0.6585365853658537,2.26160742103787,1.5601457943064334,-1.7241379310344862,-0.9828009828009798,-0.7537688442211032,-0.5025125628140725,-21.443141254462006,0.25303643724696734,-0.4883408619216212,0.18015753309870153,0.1767304860088359,0.27312737925080377,-0.1143531929759356,-0.2101549957251203,-2.5905659173193762,1.1206404471688636,15.193708209913591,-17.8922859511908,0.27312737925080377,-0.34916371627395915
2024-12-06,32090124.0,34306935479.0,1075.0,1080.0,1060.0,1065.0,-10.0,33697.0,1060.0,1036.05,1019.6333333333332,1035.78,908.53,1057.3324361373386,1040.110045137351,57.473323944831264,5.763322437923989,0.7438472695257864,5.019475168398203,908.53,1036.05,2330,0.47826086956521735,-22.28711455835216,-22.76749369754858,0.4672897196261738,0.0,-0.9345794392523366,-0.9302325581395321,-34.32792188809417,1.319059453259408,-0.12050515762074276,0.24086120168438363,0.1702094737045634,0.23112523236636928,0.3639095233795242,0.2525320844263268,-5.0776333951745745,41.68529924108426,-245.5608495273141,9.626306203923175,0.23112523236636928,-0.12050515762074276
2024-12-06,4364288.0,5747214795.0,1325.0,1340.0,1300.0,1305.0,-20.0,11555.0,1315.0,1279.5,1251.4166666666667,1276.7,1213.915,1307.3067956150935,1288.2870492089223,54.34930589937589,10.294389246957508,6.035911028785771,4.258478218171737,1213.915,1279.5,2454,0.39285714285714285,-21.499695750453142,-21.988738777932948,0.0,0.3745318352059934,-0.7633587786259555,-1.5094339622641506,10.605915573848957,0.766283524904221,0.09778994719342737,0.2135468802135554,0.25127601099332875,0.151805787595638,-0.08814924698090643,0.13674465409914127,-7.630547602911808,2.1783830439891627,21.41535172618465,-16.55977513640715,0.151805787595638,0.09778994719342737
2024-12-09,41114306.0,8084426101.0,198.5,199.0,195.0,195.0,-3.0,55012.0,197.9,202.525,199.64166666666668,204.3,177.61,197.30293166555285,201.37152517003463,40.17525789822265,-2.659767381562688,-1.8029958663415708,-0.8567715152211168,177.61,204.3,2317,0.5609756097560976,-13.491887015867265,-14.586792089885448,-0.5012531328320802,-1.2406947890818865,-1.2658227848101222,-1.5151515151515138,48.79368170507412,-0.1009591115598174,-0.6134216660532488,0.1923800761155947,0.11761246692150173,0.26532686011067064,-0.5802168393804763,-0.33195382948191243,-7.723131564386943,9.58909323133874,13.481399549570439,2.2115460241099116,0.26532686011067064,0.11761246692150173
