new_index,nearest_index,distance,reference_date,infer_date
474,474,5.492953911155829e-08,2012-09-24,2012-09-17
475,475,7.503402198112808e-08,2012-09-25,2012-09-18
476,476,4.231489373176229e-08,2012-09-26,2012-09-19
477,477,6.484392058466319e-08,2012-09-27,2012-09-20
478,478,4.8393683754861996e-08,2012-09-28,2012-09-21
479,479,3.372890602213358e-08,2012-10-01,2012-09-24
480,480,6.373375660401893e-08,2012-10-02,2012-09-25
481,481,3.3662033428809246e-08,2012-10-03,2012-09-26
482,482,3.2413836351833083e-08,2012-10-04,2012-09-27
483,483,4.315053900246032e-08,2012-10-05,2012-09-28
484,484,2.992369479869684e-08,2012-10-08,2012-10-01
485,485,4.751726346015777e-08,2012-10-09,2012-10-02
486,486,3.3913811551535476e-08,2012-10-11,2012-10-03
487,487,6.28937511618037e-08,2012-10-12,2012-10-04
488,488,5.822223570943228e-08,2012-10-15,2012-10-05
489,489,8.605133226855441e-08,2012-10-16,2012-10-08
490,490,7.276138950777671e-08,2012-10-17,2012-10-09
491,491,5.5971834884367016e-08,2012-10-18,2012-10-11
492,492,5.28055333068333e-08,2012-10-19,2012-10-12
493,493,1.2678194314138503e-07,2012-10-22,2012-10-15
494,494,1.0141458316463725e-07,2012-10-23,2012-10-16
495,495,1.3811258716682883e-07,2012-10-24,2012-10-17
496,496,5.1066009238201436e-08,2012-10-25,2012-10-18
497,497,6.916498573737373e-08,2012-10-26,2012-10-19
498,498,6.109328946113354e-08,2012-10-29,2012-10-22
499,499,1.255792615471813e-07,2012-10-30,2012-10-23
500,500,8.460181959251046e-08,2012-10-31,2012-10-24
501,501,1.1079255311752906e-07,2012-11-01,2012-10-25
502,502,7.04622897712982e-08,2012-11-02,2012-10-26
503,503,5.797133203443653e-08,2012-11-05,2012-10-29
504,504,5.247036362816811e-08,2012-11-06,2012-10-30
505,505,4.9770402958177584e-08,2012-11-07,2012-10-31
506,506,4.694057137746309e-08,2012-11-08,2012-11-01
507,507,4.447691187917819e-08,2012-11-09,2012-11-02
508,508,3.2959350235058766e-08,2012-11-12,2012-11-05
509,509,5.918958140374901e-08,2012-11-13,2012-11-06
510,510,4.8994336136395866e-08,2012-11-14,2012-11-07
511,511,5.801076433629652e-08,2012-11-15,2012-11-08
512,512,3.3861152704528346e-08,2012-11-16,2012-11-09
513,513,3.129737838706776e-08,2012-11-19,2012-11-12
514,514,5.821523224326983e-08,2012-11-20,2012-11-13
515,515,6.37853524221049e-08,2012-11-21,2012-11-14
516,516,5.025982396771899e-08,2012-11-22,2012-11-15
517,517,3.6687920730367643e-08,2012-11-23,2012-11-16
518,518,3.747325880582818e-08,2012-11-26,2012-11-19
519,519,2.5625747775436815e-08,2012-11-27,2012-11-20
520,520,2.2008926477074805e-08,2012-11-28,2012-11-21
521,521,4.898188317778827e-08,2012-11-29,2012-11-22
522,522,5.3880465274438783e-08,2012-11-30,2012-11-23
523,523,5.5091327608820345e-08,2012-12-03,2012-11-26
524,524,4.684713442893797e-08,2012-12-04,2012-11-27
525,525,5.7703564787528014e-08,2012-12-05,2012-11-28
526,526,4.9403403109665496e-08,2012-12-06,2012-11-29
527,527,6.957875615890065e-08,2012-12-07,2012-11-30
528,528,1.2319377733545718e-07,2012-12-10,2012-12-03
529,529,1.0591019892352842e-07,2012-12-11,2012-12-04
530,530,7.484285280889885e-08,2012-12-12,2012-12-05
531,531,7.970740262042922e-08,2012-12-13,2012-12-06
532,532,8.945279142535022e-08,2012-12-14,2012-12-07
533,533,6.009230822238318e-08,2012-12-17,2012-12-10
534,534,4.9724159746341016e-08,2012-12-18,2012-12-11
535,535,7.659513924879489e-08,2012-12-19,2012-12-12
536,536,9.009298610667287e-08,2012-12-20,2012-12-13
537,537,8.026742655846645e-08,2012-12-21,2012-12-14
538,538,1.0690879726497409e-07,2012-12-22,2012-12-17
539,539,6.522926800396619e-08,2012-12-24,2012-12-18
540,540,6.011637208874251e-08,2012-12-25,2012-12-19
541,541,1.2410640123156596e-07,2012-12-26,2012-12-20
542,542,8.131661462323728e-08,2012-12-27,2012-12-21
543,543,4.9933537833637416e-08,2012-12-28,2012-12-22
544,544,4.7230557918346017e-08,2013-01-02,2012-12-24
545,545,3.630953741600303e-08,2013-01-03,2012-12-25
546,546,4.174547252699857e-08,2013-01-04,2012-12-26
547,547,6.429983498222199e-08,2013-01-07,2012-12-27
548,548,8.95776522131847e-08,2013-01-08,2012-12-28
549,549,7.662943582825605e-08,2013-01-09,2013-01-02
550,550,6.198863706297665e-08,2013-01-10,2013-01-03
551,551,7.444796128616337e-08,2013-01-11,2013-01-04
552,552,6.259579468864031e-08,2013-01-14,2013-01-07
553,553,5.697895581165763e-08,2013-01-15,2013-01-08
554,554,9.14162257739994e-08,2013-01-16,2013-01-09
555,555,7.602634768254317e-08,2013-01-17,2013-01-10
556,556,8.052129369143236e-08,2013-01-18,2013-01-11
557,557,8.007459122034462e-08,2013-01-21,2013-01-14
558,558,6.261958924966262e-08,2013-01-22,2013-01-15
559,559,7.184217127474461e-08,2013-01-23,2013-01-16
560,560,7.042478236943398e-08,2013-01-24,2013-01-17
561,561,8.744969121277376e-08,2013-01-25,2013-01-18
562,562,9.652333388428707e-08,2013-01-28,2013-01-21
563,563,6.85854441965377e-08,2013-01-29,2013-01-22
564,564,9.502461197077927e-08,2013-01-30,2013-01-23
565,565,8.450864230868421e-08,2013-01-31,2013-01-24
566,566,7.257788794431512e-08,2013-02-01,2013-01-25
567,567,9.782620920131518e-08,2013-02-04,2013-01-28
568,568,1.0407084125172615e-07,2013-02-05,2013-01-29
569,569,1.251699025726888e-07,2013-02-06,2013-01-30
570,570,8.48440183475217e-08,2013-02-18,2013-01-31
571,571,8.388822886793477e-08,2013-02-19,2013-02-01
572,572,8.23852614696306e-08,2013-02-20,2013-02-04
573,573,8.907335808797792e-08,2013-02-21,2013-02-05
574,574,5.1634624809759214e-08,2013-02-22,2013-02-06
575,575,6.081398887212774e-08,2013-02-23,2013-02-18
576,576,7.396574388275297e-08,2013-02-25,2013-02-19
577,577,1.323041918233344e-07,2013-02-26,2013-02-20
578,578,7.636163998687215e-08,2013-02-27,2013-02-21
579,579,9.204489086981142e-08,2013-03-01,2013-02-22
580,580,1.2767440894612538e-07,2013-03-04,2013-02-23
581,581,1.685156245430488e-07,2013-03-05,2013-02-25
582,582,2.625926416773678e-07,2013-03-06,2013-02-26
583,583,6.823596937188555e-08,2013-03-07,2013-02-27
584,584,8.134401125746217e-08,2013-03-08,2013-03-01
585,585,9.567593260963952e-08,2013-03-11,2013-03-04
586,586,2.8236192690185466e-07,2013-03-12,2013-03-05
587,587,2.3036942492781238e-07,2013-03-13,2013-03-06
588,588,1.418381071675936e-07,2013-03-14,2013-03-07
589,589,8.348612625558791e-08,2013-03-15,2013-03-08
590,590,1.6126229273113306e-07,2013-03-18,2013-03-11
591,591,7.857116202205757e-08,2013-03-19,2013-03-12
592,592,1.7750154767790773e-07,2013-03-20,2013-03-13
593,593,6.184690815873553e-08,2013-03-21,2013-03-14
594,594,1.2257246974679915e-07,2013-03-22,2013-03-15
595,595,8.065278379496704e-08,2013-03-25,2013-03-18
596,596,3.3493554114875924e-08,2013-03-26,2013-03-19
597,597,7.037702602301722e-08,2013-03-27,2013-03-20
598,598,1.2266471113436344e-07,2013-03-28,2013-03-21
599,599,8.74157803624567e-08,2013-03-29,2013-03-22
600,600,4.023108113701498e-08,2013-04-01,2013-03-25
601,601,8.722459967624387e-08,2013-04-02,2013-03-26
602,602,7.824808599202159e-08,2013-04-03,2013-03-27
603,603,8.579313641859467e-08,2013-04-08,2013-03-28
604,604,8.518319645618543e-08,2013-04-09,2013-03-29
605,605,2.0055089286071537e-07,2013-04-10,2013-04-01
606,606,8.195877342693291e-08,2013-04-11,2013-04-02
607,607,1.1549101217052399e-07,2013-04-12,2013-04-03
608,608,1.936865981346845e-07,2013-04-15,2013-04-08
609,609,1.0258173376067868e-07,2013-04-16,2013-04-09
610,610,2.1354443520008659e-07,2013-04-17,2013-04-10
611,611,3.2174627804158866e-07,2013-04-18,2013-04-11
612,612,2.8839228558671265e-07,2013-04-19,2013-04-12
613,613,6.285275039887968e-08,2013-04-22,2013-04-15
614,614,2.610930889401687e-07,2013-04-23,2013-04-16
615,615,9.387522019371522e-08,2013-04-24,2013-04-17
616,616,2.6344848853842784e-07,2013-04-25,2013-04-18
617,617,4.1791295447438587e-07,2013-04-26,2013-04-19
618,618,3.1951713391927646e-07,2013-04-29,2013-04-22
619,619,4.473219948677112e-07,2013-04-30,2013-04-23
620,620,2.2798037493726323e-07,2013-05-02,2013-04-24
621,621,3.752664891241012e-07,2013-05-03,2013-04-25
622,622,2.254821149597609e-07,2013-05-06,2013-04-26
623,623,1.5163470787726976e-07,2013-05-07,2013-04-29
624,624,1.5914556037414722e-07,2013-05-08,2013-04-30
625,625,1.6493718089759479e-07,2013-05-09,2013-05-02
626,626,2.190951937438212e-07,2013-05-10,2013-05-03
627,627,1.6802811784356403e-07,2013-05-13,2013-05-06
628,628,2.625236462354934e-07,2013-05-14,2013-05-07
629,629,5.535658659853456e-08,2013-05-15,2013-05-08
630,630,1.0933553250789595e-07,2013-05-16,2013-05-09
631,631,7.222686400345122e-08,2013-05-17,2013-05-10
632,632,1.2895982535223935e-07,2013-05-20,2013-05-13
633,633,3.123187602901732e-07,2013-05-21,2013-05-14
634,634,2.220241290967774e-07,2013-05-22,2013-05-15
635,635,1.9202987889179635e-07,2013-05-23,2013-05-16
636,636,1.51837704001824e-07,2013-05-24,2013-05-17
637,637,9.476597960540274e-08,2013-05-27,2013-05-20
638,638,1.2900896940484544e-07,2013-05-28,2013-05-21
639,639,1.9276357477671088e-07,2013-05-29,2013-05-22
640,640,1.6334315463668694e-07,2013-05-30,2013-05-23
641,641,9.669677829023454e-08,2013-05-31,2013-05-24
642,642,1.8747873762710855e-07,2013-06-03,2013-05-27
643,643,2.3525648040773434e-07,2013-06-04,2013-05-28
644,644,2.183548901814648e-07,2013-06-05,2013-05-29
645,645,4.6765665358543034e-07,2013-06-06,2013-05-30
646,646,4.825546457575942e-07,2013-06-07,2013-05-31
647,647,2.688307328947297e-07,2013-06-10,2013-06-03
648,648,3.4782505544505675e-07,2013-06-11,2013-06-04
649,649,3.3517608450478743e-07,2013-06-13,2013-06-05
650,650,5.009573776628187e-07,2013-06-14,2013-06-06
651,651,2.2259624108959665e-07,2013-06-17,2013-06-07
652,652,4.6303019123693056e-07,2013-06-18,2013-06-10
653,653,4.76435014402682e-07,2013-06-19,2013-06-11
654,654,5.217589615405593e-07,2013-06-20,2013-06-13
655,655,2.441099538226635e-07,2013-06-21,2013-06-14
656,656,6.078555103158035e-07,2013-06-24,2013-06-17
657,657,3.518488881448127e-07,2013-06-25,2013-06-18
658,658,2.0119267510787585e-07,2013-06-26,2013-06-19
659,659,5.205744941653663e-07,2013-06-27,2013-06-20
660,660,5.103715891517586e-07,2013-06-28,2013-06-21
661,661,4.976836255663854e-07,2013-07-01,2013-06-24
662,662,1.886778451252536e-07,2013-07-02,2013-06-25
663,663,4.7003320382575564e-07,2013-07-03,2013-06-26
664,664,3.2664199017603535e-07,2013-07-04,2013-06-27
665,665,4.3358439900609077e-07,2013-07-05,2013-06-28
666,666,4.4042651696905137e-07,2013-07-08,2013-07-01
667,667,4.98113300805261e-07,2013-07-09,2013-07-02
668,668,5.119562067028762e-07,2013-07-10,2013-07-03
669,669,3.3870933728121184e-07,2013-07-11,2013-07-04
670,670,2.4636010583340006e-07,2013-07-12,2013-07-05
671,671,2.1430705023481724e-07,2013-07-15,2013-07-08
672,672,1.106674220400651e-07,2013-07-16,2013-07-09
673,673,5.723648298123282e-08,2013-07-17,2013-07-10
674,674,1.7398750284349116e-07,2013-07-18,2013-07-11
675,675,2.3596663040000416e-07,2013-07-19,2013-07-12
676,676,1.4896468679909118e-07,2013-07-22,2013-07-15
677,677,1.0606833663071584e-07,2013-07-23,2013-07-16
678,678,6.19876738826611e-08,2013-07-24,2013-07-17
679,679,1.0526874612286097e-07,2013-07-25,2013-07-18
680,680,1.77788008846956e-07,2013-07-26,2013-07-19
681,681,1.6527148543404603e-07,2013-07-29,2013-07-22
682,682,9.312754810163337e-08,2013-07-30,2013-07-23
683,683,3.0195438414698954e-07,2013-07-31,2013-07-24
684,684,7.187953153160574e-08,2013-08-01,2013-07-25
685,685,2.2871295571625785e-07,2013-08-02,2013-07-26
686,686,1.6072415541049878e-07,2013-08-05,2013-07-29
687,687,2.124487578735579e-07,2013-08-06,2013-07-30
688,688,7.650393695121549e-08,2013-08-07,2013-07-31
689,689,2.309743250188097e-07,2013-08-08,2013-08-01
690,690,1.694664048998538e-07,2013-08-09,2013-08-02
691,691,6.463271459344829e-08,2013-08-12,2013-08-05
692,692,2.3614629977359358e-07,2013-08-13,2013-08-06
693,693,7.083417938258345e-08,2013-08-14,2013-08-07
694,694,2.3795682187057057e-07,2013-08-15,2013-08-08
695,695,2.2419811479605673e-07,2013-08-16,2013-08-09
696,696,9.057366847105497e-08,2013-08-19,2013-08-12
697,697,2.1770617886197566e-07,2013-08-20,2013-08-13
698,698,1.4370447169966503e-07,2013-08-22,2013-08-14
699,699,2.853890847119263e-07,2013-08-23,2013-08-15
700,700,5.65012606284433e-08,2013-08-26,2013-08-16
701,701,7.823153618427765e-08,2013-08-27,2013-08-19
702,702,6.834584459471714e-08,2013-08-28,2013-08-20
703,703,1.6761652556672786e-07,2013-08-29,2013-08-22
704,704,2.0650468094460366e-07,2013-08-30,2013-08-23
705,705,6.320475333893066e-08,2013-09-02,2013-08-26
706,706,2.1827054048587608e-07,2013-09-03,2013-08-27
707,707,4.964913874368597e-08,2013-09-04,2013-08-28
708,708,7.149220220100057e-08,2013-09-05,2013-08-29
709,709,2.0466502178210137e-07,2013-09-06,2013-08-30
710,710,1.1307280096051154e-07,2013-09-09,2013-09-02
711,711,2.2335458435008465e-07,2013-09-10,2013-09-03
712,712,9.866775811237181e-08,2013-09-11,2013-09-04
713,713,7.534578327696672e-08,2013-09-12,2013-09-05
714,714,1.348415164161039e-07,2013-09-13,2013-09-06
715,715,1.4539196230084e-07,2013-09-14,2013-09-09
716,716,4.2830597448660736e-07,2013-09-16,2013-09-10
717,717,2.2681485547856503e-07,2013-09-17,2013-09-11
718,718,1.9855209774596394e-07,2013-09-18,2013-09-12
719,719,2.6396666449094434e-07,2013-09-23,2013-09-13
720,720,2.2901421238589227e-07,2013-09-24,2013-09-14
721,721,2.0995736178172447e-07,2013-09-25,2013-09-16
722,722,1.7509000577079832e-07,2013-09-26,2013-09-17
723,723,1.8933963656029867e-07,2013-09-27,2013-09-18
724,724,9.575494215886742e-08,2013-09-30,2013-09-23
725,725,1.030640290386881e-07,2013-10-01,2013-09-24
726,726,2.3559150170383014e-07,2013-10-02,2013-09-25
727,727,2.813969633800845e-07,2013-10-03,2013-09-26
728,728,3.824072949978448e-07,2013-10-04,2013-09-27
729,729,4.779403321745741e-07,2013-10-07,2013-09-30
730,730,5.297757709435884e-07,2013-10-08,2013-10-01
731,731,3.5807945520454583e-07,2013-10-09,2013-10-02
732,732,1.258936060578094e-07,2013-10-11,2013-10-03
733,733,4.71753122847961e-07,2013-10-14,2013-10-04
734,734,2.938017040075101e-07,2013-10-15,2013-10-07
735,735,2.406432026008871e-07,2013-10-16,2013-10-08
736,736,4.786455790092271e-07,2013-10-17,2013-10-09
737,737,5.744024546734206e-07,2013-10-18,2013-10-11
738,738,4.891663962189053e-07,2013-10-21,2013-10-14
739,739,3.908098994234723e-07,2013-10-22,2013-10-15
740,740,8.357007900416696e-08,2013-10-23,2013-10-16
741,741,1.5828179351098552e-07,2013-10-24,2013-10-17
742,742,1.5662178486230667e-07,2013-10-25,2013-10-18
743,743,5.6647236861033125e-08,2013-10-28,2013-10-21
744,744,2.2716046450727016e-07,2013-10-29,2013-10-22
745,745,1.214777449804961e-07,2013-10-30,2013-10-23
746,746,1.122739121298921e-07,2013-10-31,2013-10-24
747,747,2.20905969450281e-07,2013-11-01,2013-10-25
748,748,4.546587755930665e-07,2013-11-04,2013-10-28
749,749,3.257320080772675e-07,2013-11-05,2013-10-29
750,750,2.262296304633028e-07,2013-11-06,2013-10-30
751,751,7.287186225270526e-08,2013-11-07,2013-10-31
752,752,7.616934765368264e-08,2013-11-08,2013-11-01
753,753,1.8389812052574671e-07,2013-11-11,2013-11-04
754,754,3.804022225789304e-07,2013-11-12,2013-11-05
755,755,3.4645151648713667e-07,2013-11-13,2013-11-06
756,756,4.5514333572618963e-07,2013-11-14,2013-11-07
757,757,4.5615994691163736e-07,2013-11-15,2013-11-08
758,758,1.1735353314445589e-07,2013-11-18,2013-11-11
759,759,9.224125659424025e-08,2013-11-19,2013-11-12
760,760,3.126122262549781e-07,2013-11-20,2013-11-13
761,761,7.156333124219938e-08,2013-11-21,2013-11-14
762,762,3.19844134718558e-07,2013-11-22,2013-11-15
763,763,1.1791137970639244e-07,2013-11-25,2013-11-18
764,764,9.157787841283741e-08,2013-11-26,2013-11-19
765,765,1.1247879240011907e-07,2013-11-27,2013-11-20
766,766,2.444818515245757e-07,2013-11-28,2013-11-21
767,767,1.6057917600864363e-07,2013-11-29,2013-11-22
768,768,1.690191356019074e-07,2013-12-02,2013-11-25
769,769,2.1471263692709794e-07,2013-12-03,2013-11-26
770,770,1.6474383569040548e-07,2013-12-04,2013-11-27
771,771,2.027098486164627e-07,2013-12-05,2013-11-28
772,772,2.2005271156066032e-07,2013-12-06,2013-11-29
773,773,3.305264354670298e-07,2013-12-09,2013-12-02
774,774,1.7156348895693808e-07,2013-12-10,2013-12-03
775,775,2.2966580275584345e-07,2013-12-11,2013-12-04
776,776,1.2923116617770984e-07,2013-12-12,2013-12-05
777,777,6.409182138319127e-08,2013-12-13,2013-12-06
778,778,1.0875146838374588e-07,2013-12-16,2013-12-09
779,779,2.2374129177879916e-07,2013-12-17,2013-12-10
780,780,1.4534444614110344e-07,2013-12-18,2013-12-11
781,781,6.353922879081727e-08,2013-12-19,2013-12-12
782,782,6.747321774422279e-08,2013-12-20,2013-12-13
783,783,6.735295067292733e-08,2013-12-23,2013-12-16
784,784,1.344686115263209e-07,2013-12-24,2013-12-17
785,785,7.692581661751276e-08,2013-12-25,2013-12-18
786,786,2.0198766123016795e-07,2013-12-26,2013-12-19
787,787,1.4428333043396124e-07,2013-12-27,2013-12-20
788,788,1.8675058566924346e-07,2013-12-30,2013-12-23
789,789,8.155614560789048e-08,2013-12-31,2013-12-24
790,790,9.795329554922964e-08,2014-01-02,2013-12-25
791,791,2.2413175115294094e-07,2014-01-03,2013-12-26
792,792,1.525810857518932e-07,2014-01-06,2013-12-27
793,793,1.2048184207311937e-07,2014-01-07,2013-12-30
794,794,9.517461622326308e-08,2014-01-08,2013-12-31
795,795,5.203008227159946e-08,2014-01-09,2014-01-02
796,796,1.272359468126634e-07,2014-01-10,2014-01-03
797,797,7.21056126698714e-08,2014-01-13,2014-01-06
798,798,8.203575922162667e-08,2014-01-14,2014-01-07
799,799,2.0226004304466647e-07,2014-01-15,2014-01-08
800,800,1.1436957911980883e-07,2014-01-16,2014-01-09
801,801,9.294710966060999e-08,2014-01-17,2014-01-10
802,802,9.677858640502892e-08,2014-01-20,2014-01-13
803,803,5.294384186647476e-08,2014-01-21,2014-01-14
804,804,5.931546542109894e-08,2014-01-22,2014-01-15
805,805,7.540328756113597e-08,2014-01-23,2014-01-16
806,806,1.1771014037214054e-07,2014-01-24,2014-01-17
807,807,4.234820516733435e-08,2014-01-27,2014-01-20
808,808,4.0520346290945943e-08,2014-02-05,2014-01-21
809,809,2.2447617780512473e-07,2014-02-06,2014-01-22
810,810,9.110649117552606e-08,2014-02-07,2014-01-23
811,811,7.411612739446625e-08,2014-02-10,2014-01-24
812,812,6.170533173878835e-08,2014-02-11,2014-01-27
813,813,2.2536534093494784e-07,2014-02-12,2014-02-05
814,814,1.493669529203816e-07,2014-02-13,2014-02-06
815,815,1.273553682021453e-07,2014-02-14,2014-02-07
816,816,6.235039068893814e-08,2014-02-17,2014-02-10
817,817,2.1692860366819995e-07,2014-02-18,2014-02-11
818,818,4.9939379674248575e-08,2014-02-19,2014-02-12
819,819,8.592986650962418e-08,2014-02-20,2014-02-13
820,820,6.263367878716716e-08,2014-02-21,2014-02-14
821,821,9.037057495009743e-08,2014-02-24,2014-02-17
822,822,7.299924438084793e-08,2014-02-25,2014-02-18
823,823,5.6096886790644924e-08,2014-02-26,2014-02-19
824,824,9.327446662696749e-08,2014-02-27,2014-02-20
825,825,9.781679160428748e-08,2014-03-03,2014-02-21
826,826,1.2931377453985318e-07,2014-03-04,2014-02-24
827,827,5.345884764782349e-08,2014-03-05,2014-02-25
828,828,4.9845410280806323e-08,2014-03-06,2014-02-26
829,829,1.1481891439983449e-07,2014-03-07,2014-02-27
830,830,6.165678209772551e-08,2014-03-10,2014-03-03
831,831,6.451710977883403e-08,2014-03-11,2014-03-04
832,832,7.434045547424289e-08,2014-03-12,2014-03-05
833,833,6.524255829953205e-08,2014-03-13,2014-03-06
834,834,5.204670869615904e-08,2014-03-14,2014-03-07
835,835,1.1105686212298082e-07,2014-03-17,2014-03-10
836,836,4.766985231064555e-08,2014-03-18,2014-03-11
837,837,6.823235688910965e-08,2014-03-19,2014-03-12
838,838,1.025464842005109e-07,2014-03-20,2014-03-13
839,839,6.281357754868511e-08,2014-03-21,2014-03-14
840,840,9.404076595516371e-08,2014-03-24,2014-03-17
841,841,1.3806606231963964e-07,2014-03-25,2014-03-18
842,842,5.194813124891441e-08,2014-03-26,2014-03-19
843,843,6.730067021584998e-08,2014-03-27,2014-03-20
844,844,1.5556475131058075e-07,2014-03-28,2014-03-21
845,845,1.0086736629351045e-07,2014-03-31,2014-03-24
846,846,6.89881910196596e-08,2014-04-01,2014-03-25
847,847,7.423167466680975e-08,2014-04-02,2014-03-26
848,848,7.164676793438535e-08,2014-04-03,2014-03-27
849,849,1.2965821425085129e-07,2014-04-07,2014-03-28
850,850,6.953499709114732e-08,2014-04-08,2014-03-31
851,851,6.863596754569161e-08,2014-04-09,2014-04-01
852,852,7.797007963894264e-08,2014-04-10,2014-04-02
853,853,6.50463740269183e-08,2014-04-11,2014-04-03
854,854,6.839854065737057e-08,2014-04-14,2014-04-07
855,855,6.841816200848944e-08,2014-04-15,2014-04-08
856,856,1.0908480795938581e-07,2014-04-16,2014-04-09
857,857,7.488081531063411e-08,2014-04-17,2014-04-10
858,858,5.181725945097204e-08,2014-04-18,2014-04-11
859,859,5.692007875722823e-08,2014-04-21,2014-04-14
860,860,9.00188809078188e-08,2014-04-22,2014-04-15
861,861,4.4571350058489016e-08,2014-04-23,2014-04-16
862,862,1.1441713804462638e-07,2014-04-24,2014-04-17
863,863,5.885235853469113e-08,2014-04-25,2014-04-18
864,864,6.28371217751664e-08,2014-04-28,2014-04-21
865,865,5.731349838699961e-08,2014-04-29,2014-04-22
866,866,7.792985830577164e-08,2014-04-30,2014-04-23
867,867,6.867635368619261e-08,2014-05-02,2014-04-24
868,868,6.594319783293638e-08,2014-05-05,2014-04-25
869,869,6.154332939949177e-08,2014-05-06,2014-04-28
870,870,4.8321092816957636e-08,2014-05-07,2014-04-29
871,871,7.437178502706155e-08,2014-05-08,2014-04-30
872,872,3.032917381619198e-08,2014-05-09,2014-05-02
873,873,7.961670925380378e-08,2014-05-12,2014-05-05
874,874,7.930251382937649e-08,2014-05-13,2014-05-06
875,875,1.0211254506266372e-07,2014-05-14,2014-05-07
876,876,3.49738604522046e-08,2014-05-15,2014-05-08
877,877,7.236205778859512e-08,2014-05-16,2014-05-09
878,878,6.73668224554528e-08,2014-05-19,2014-05-12
879,879,5.894344311055193e-08,2014-05-20,2014-05-13
880,880,5.9069583400407676e-08,2014-05-21,2014-05-14
881,881,5.678917712656168e-08,2014-05-22,2014-05-15
882,882,8.588902921878352e-08,2014-05-23,2014-05-16
883,883,9.187701687867176e-08,2014-05-26,2014-05-19
884,884,7.88398832537641e-08,2014-05-27,2014-05-20
885,885,5.73608567105868e-08,2014-05-28,2014-05-21
886,886,5.070586489588468e-08,2014-05-29,2014-05-22
887,887,7.17938919154851e-08,2014-05-30,2014-05-23
888,888,1.7172332557469523e-07,2014-06-03,2014-05-26
889,889,6.061130020161915e-08,2014-06-04,2014-05-27
890,890,7.291609234341735e-08,2014-06-05,2014-05-28
891,891,4.8783186806221266e-08,2014-06-06,2014-05-29
892,892,7.307829054657699e-08,2014-06-09,2014-05-30
893,893,6.139398212408805e-08,2014-06-10,2014-06-03
894,894,6.48315705519997e-08,2014-06-11,2014-06-04
895,895,7.440069933501437e-08,2014-06-12,2014-06-05
896,896,7.561005298433699e-08,2014-06-13,2014-06-06
897,897,8.165972809460634e-08,2014-06-16,2014-06-09
898,898,8.935222376568374e-08,2014-06-17,2014-06-10
899,899,4.866283490760293e-08,2014-06-18,2014-06-11
900,900,3.009490357691002e-08,2014-06-19,2014-06-12
901,901,8.630627287372088e-08,2014-06-20,2014-06-13
902,902,6.619080340504468e-08,2014-06-23,2014-06-16
903,903,7.145154011250229e-08,2014-06-24,2014-06-17
904,904,1.0635588599044338e-07,2014-06-25,2014-06-18
905,905,5.776033700488723e-08,2014-06-26,2014-06-19
906,906,1.7494122234417047e-07,2014-06-27,2014-06-20
907,907,8.072016101311077e-08,2014-06-30,2014-06-23
908,908,7.682858581752394e-08,2014-07-01,2014-06-24
909,909,6.403187936841931e-08,2014-07-02,2014-06-25
910,910,6.029621590971103e-08,2014-07-03,2014-06-26
911,911,2.26783946685131e-07,2014-07-04,2014-06-27
912,912,1.2416098182057228e-07,2014-07-07,2014-06-30
913,913,7.507140076884294e-08,2014-07-08,2014-07-01
914,914,2.391659896153542e-07,2014-07-09,2014-07-02
915,915,2.446662531244953e-07,2014-07-10,2014-07-03
916,916,2.507799553114633e-07,2014-07-11,2014-07-04
917,917,2.382578880790323e-07,2014-07-14,2014-07-07
918,918,1.4819537303928175e-07,2014-07-15,2014-07-08
919,919,3.765405372935214e-07,2014-07-16,2014-07-09
920,920,3.107992496768294e-07,2014-07-17,2014-07-10
921,921,1.2960890881609437e-07,2014-07-18,2014-07-11
922,922,2.6735393762057944e-07,2014-07-21,2014-07-14
923,923,7.035959172430547e-08,2014-07-22,2014-07-15
924,924,1.6170356276947144e-07,2014-07-24,2014-07-16
925,925,1.4920668919517768e-07,2014-07-25,2014-07-17
926,926,8.235325690111473e-08,2014-07-28,2014-07-18
927,927,2.187944034969298e-07,2014-07-29,2014-07-21
928,928,1.3671226294625363e-07,2014-07-30,2014-07-22
929,929,1.318678622955523e-07,2014-07-31,2014-07-24
930,930,3.327732555741189e-07,2014-08-01,2014-07-25
931,931,1.3852509073083605e-07,2014-08-04,2014-07-28
932,932,2.453690547196312e-07,2014-08-05,2014-07-29
933,933,1.0426726613397793e-07,2014-08-06,2014-07-30
934,934,1.131128455564912e-07,2014-08-07,2014-07-31
935,935,9.68795600265077e-08,2014-08-08,2014-08-01
936,936,5.242129237680526e-08,2014-08-11,2014-08-04
937,937,2.1539448676001057e-07,2014-08-12,2014-08-05
938,938,2.4854075637005765e-07,2014-08-13,2014-08-06
939,939,9.825173972348717e-08,2014-08-14,2014-08-07
940,940,1.940498435942629e-07,2014-08-15,2014-08-08
941,941,1.2318169238573512e-07,2014-08-18,2014-08-11
942,942,1.862416389861913e-07,2014-08-19,2014-08-12
943,943,9.762725353462715e-08,2014-08-20,2014-08-13
944,944,1.5352289235099248e-07,2014-08-21,2014-08-14
945,945,2.743341080107097e-07,2014-08-22,2014-08-15
946,946,1.4664689347294006e-07,2014-08-25,2014-08-18
947,947,2.2179999909367013e-07,2014-08-26,2014-08-19
948,948,3.0089091544245505e-07,2014-08-27,2014-08-20
949,949,2.732194091404208e-07,2014-08-28,2014-08-21
