Feature1,Feature2,Feature3,Cluster
0.7089332,-0.21124405,0.21053036,1
0.7308823,-0.17445502,0.2080922,1
0.7526856,-0.1326499,0.20012526,1
0.7675913,-0.08701158,0.18383397,1
0.7756474,-0.041161202,0.16432293,1
0.7871227,0.0012107864,0.14680792,1
0.7883816,0.0040078536,0.13743077,1
0.766274,-0.03277334,0.12289016,1
0.7359942,-0.0844856,0.1193942,1
0.7147818,-0.12721783,0.1171508,1
0.7057749,-0.13196889,0.10996397,1
0.7047608,-0.09724253,0.11085038,1
0.69447064,-0.054054268,0.11307968,1
0.68461096,0.006060086,0.0949872,1
0.6800761,0.081626676,0.07441805,1
0.6676117,0.12343677,0.054283455,1
0.63643646,0.09812451,0.040806815,1
0.59331965,0.05485346,0.028962895,1
0.533157,0.0065516904,0.0068392754,1
0.46396747,-0.023375593,-0.016998872,1
0.42343187,-0.00046690553,-0.015739158,2
0.4014437,0.05085378,-0.034828827,2
0.38946605,0.10174521,-0.054732814,2
0.3569302,0.122659326,-0.0686692,2
0.33136952,0.085237525,-0.096988276,2
0.2580781,-0.038935356,-0.13599418,2
0.18127318,-0.16503686,-0.16856949,2
0.13206062,-0.2543881,-0.17033552,2
0.13055111,-0.27111202,-0.14513917,2
0.14544678,-0.2348401,-0.09760113,2
0.17539847,-0.19258538,-0.056105003,2
0.18669878,-0.17339912,-0.021913394,2
0.18358248,-0.16754389,-0.0064917207,2
0.1945114,-0.1604906,0.012023956,2
0.1876964,-0.20708814,0.012145773,2
0.18573695,-0.25173903,0.026359051,2
0.18258727,-0.28389174,0.021971077,2
0.18633728,-0.2963117,0.016975865,2
0.20376599,-0.29105833,0.04479362,2
0.24201077,-0.2989478,0.0696785,2
0.274241,-0.30835462,0.087918,2
0.2862802,-0.31393772,0.11410472,2
0.303868,-0.3151928,0.10410279,2
0.32541588,-0.27084225,0.100666955,2
0.33252612,-0.21856573,0.102793545,2
0.34635022,-0.1548199,0.11501646,2
0.36048904,-0.1097329,0.12335239,2
0.36183786,-0.098315164,0.10328561,2
0.3388075,-0.13094205,0.08251862,2
0.29827052,-0.19794014,0.057155117,2
0.27029487,-0.25102678,0.049362317,2
0.26164696,-0.27211428,0.054960176,2
0.2654134,-0.29584417,0.07441698,2
0.29073492,-0.31069225,0.11058234,2
0.29651245,-0.3413196,0.11204319,2
0.30259177,-0.36511573,0.13368665,2
0.30187792,-0.38631654,0.13478473,2
0.3229756,-0.36756536,0.1637868,2
0.33486015,-0.34079048,0.18189164,2
0.34942162,-0.28370625,0.20517029,2
0.3627847,-0.2444228,0.21282105,2
0.3725581,-0.23811358,0.20849957,2
0.36536744,-0.2629029,0.20776413,2
0.35504708,-0.30840605,0.2108918,2
0.3583024,-0.33999693,0.235249,2
0.36665645,-0.37408638,0.25059915,2
0.37859818,-0.39349845,0.25068945,2
0.39422116,-0.3874163,0.25962046,2
0.41338566,-0.37128153,0.25925326,2
0.43654895,-0.32489175,0.25972462,2
0.46175504,-0.28201434,0.24183686,2
0.4740819,-0.2311064,0.21630497,2
0.48067185,-0.1912641,0.19820221,2
0.4838862,-0.16345015,0.17058392,2
0.47820237,-0.15224826,0.15510805,2
0.46719512,-0.15749073,0.13597946,2
0.45641562,-0.16671982,0.12905689,2
0.4450125,-0.20337418,0.12043305,2
0.43552795,-0.22184777,0.11253397,2
0.43648407,-0.22611186,0.10777773,2
0.44254097,-0.19748458,0.09352653,2
0.45318368,-0.13868281,0.09325446,2
0.46300521,-0.09563881,0.08737214,2
0.45687494,-0.07242228,0.07728444,2
0.4407468,-0.08638563,0.07615678,2
0.42465922,-0.13104066,0.06663157,2
0.39480263,-0.17857888,0.04585646,2
0.36534604,-0.25356507,0.040175274,2
0.3611187,-0.29918113,0.061922923,2
0.36770585,-0.30789882,0.100112304,2
0.3997881,-0.3205263,0.12895824,2
0.42605117,-0.30083483,0.13429792,2
0.44510147,-0.26965055,0.14340617,2
0.46349704,-0.22180778,0.14406614,2
0.47829238,-0.17190143,0.15255193,2
0.47886887,-0.12796926,0.14562427,2
0.5033714,-0.08413285,0.14430507,2
0.48554352,-0.088020526,0.13448344,2
0.47866502,-0.098828144,0.1440702,2
0.46669254,-0.12388507,0.14604734,2
0.43977982,-0.17170104,0.16099562,2
0.4524993,-0.19369894,0.1903679,2
0.459114,-0.21173352,0.20490302,2
0.46680617,-0.19543386,0.21727516,2
0.4821793,-0.15908214,0.22094843,2
0.4935209,-0.13018769,0.22276428,2
0.50883955,-0.10221073,0.21882702,2
0.5168108,-0.11092285,0.21767046,2
0.5182945,-0.1400783,0.21539693,2
0.51753664,-0.16572627,0.2135231,2
0.5068884,-0.18826327,0.20367293,2
0.5056877,-0.21255341,0.20207192,2
0.508391,-0.21725497,0.20548566,2
0.5260107,-0.20244378,0.21039946,2
0.546013,-0.20819563,0.21181338,2
0.55350673,-0.21275881,0.2129725,1
0.56780434,-0.24320287,0.2188809,1
0.56667995,-0.2916739,0.21478851,1
0.5664555,-0.31018242,0.21912228,1
0.5800351,-0.30750746,0.22426005,1
0.601725,-0.27777255,0.22271691,1
0.6172335,-0.24670127,0.22067188,1
0.6382116,-0.19368044,0.21654005,1
0.6460376,-0.14420342,0.20053114,1
0.64379877,-0.0964305,0.18382399,1
0.6438929,-0.040557556,0.1716588,1
0.6266272,-0.031037189,0.15023018,1
0.6092095,-0.023974486,0.13531508,1
0.5957493,-0.026015826,0.12585033,1
0.5757425,-0.054383643,0.12243052,1
0.5602759,-0.083727956,0.117986694,1
0.541209,-0.113069214,0.115135476,1
0.5291815,-0.12325465,0.11691262,1
0.5219227,-0.12312762,0.11953713,1
0.52533364,-0.07976968,0.116086796,1
0.52344036,-0.045901008,0.11053653,1
0.51149094,-0.042696215,0.093385115,1
0.5058551,-0.03479997,0.094885424,1
0.49236503,-0.047776513,0.088830546,2
0.4692703,-0.08404184,0.083918855,2
0.43817526,-0.12213824,0.07213442,2
0.41745105,-0.14205718,0.069707975,2
0.41236886,-0.13499376,0.08223109,2
0.41208047,-0.11657671,0.096492514,2
0.42829636,-0.08561086,0.11882998,2
0.42334476,-0.07540449,0.124031246,2
0.41288605,-0.08760097,0.11958796,2
0.39793706,-0.12821129,0.1194869,2
0.38516417,-0.18138817,0.12625118,2
0.37874964,-0.22917706,0.13408445,2
0.3840237,-0.2558486,0.1544057,2
0.3958058,-0.25653887,0.17534237,2
0.42241913,-0.250474,0.19328065,2
0.4493345,-0.233347,0.20295672,2
0.47493383,-0.21397051,0.21960047,2
0.49914262,-0.19764662,0.23528779,2
0.52513707,-0.16096565,0.24705087,2
0.52498883,-0.13549837,0.24552627,2
0.52520823,-0.11466009,0.24480276,2
0.52644205,-0.103881784,0.24756502,2
0.5355643,-0.07951588,0.24936084,0
0.5450007,-0.056713454,0.25512284,0
0.5376897,-0.06288992,0.25780857,0
0.5335562,-0.061417118,0.27052578,0
0.52289355,-0.0611749,0.28045034,0
0.50955725,-0.08870121,0.29444242,0
0.5105697,-0.11032347,0.3094921,0
0.51766264,-0.112294145,0.3169965,0
0.5141718,-0.12722564,0.31839514,0
0.51124215,-0.13352832,0.3229823,0
0.51198876,-0.12868792,0.3302077,0
0.522043,-0.12478248,0.33399248,0
0.52384514,-0.13125214,0.32432556,0
0.5297135,-0.13127637,0.32110274,0
0.53856236,-0.11554945,0.3153895,0
0.5330956,-0.12515762,0.30586883,0
0.5294439,-0.13488019,0.30336243,0
0.53680587,-0.12466774,0.3041196,0
0.5410607,-0.11882543,0.29992038,0
0.55082625,-0.11002744,0.29367572,0
0.5553256,-0.074271046,0.28381866,0
0.5463079,-0.022784613,0.2674151,0
0.53286135,0.016944937,0.24515875,0
0.532498,0.0543826,0.2320675,0
0.53328323,0.08528269,0.22497793,0
0.51679754,0.09618928,0.21696626,0
0.4855397,0.06571161,0.2069588,0
0.46063164,0.030624054,0.20896855,0
0.42906776,-0.013432547,0.21493216,2
0.3971912,-0.064794116,0.22044103,2
0.38963082,-0.09653717,0.22988883,2
0.4054257,-0.09341193,0.24174245,2
0.4056627,-0.10011659,0.23874025,2
0.4140574,-0.098627165,0.25729048,2
0.4206951,-0.08202534,0.27762222,2
0.4319996,-0.052071407,0.2837345,0
0.43581572,-0.026091285,0.28081912,0
0.43833998,-0.0029009506,0.28250185,0
0.4355781,0.005788602,0.28944343,0
0.4292393,0.0057114437,0.2918991,0
0.42306188,0.00074578077,0.2947064,0
0.4190355,0.0054737628,0.2957902,0
0.4177909,0.01585228,0.29442698,0
0.40589437,0.021414675,0.29382446,0
0.39926812,0.027952097,0.30143625,0
0.40820077,0.04291538,0.31119728,0
0.41333374,0.04025782,0.31943035,0
0.40866265,0.022264741,0.32752013,0
0.39462095,0.016575582,0.32531852,0
0.3797764,0.009043224,0.32556397,0
0.3730257,0.0027028099,0.32944977,0
0.377455,0.0025133267,0.3340215,0
0.38651875,-0.0025418177,0.3386006,0
0.38345116,-0.014083423,0.33486283,0
0.3787229,-0.034118757,0.33531994,0
0.3714125,-0.046996474,0.3404191,0
0.36680904,-0.052948095,0.34528077,0
0.3554838,-0.061790593,0.33835363,0
0.37081805,-0.037562698,0.33222568,0
0.37431377,-0.04072603,0.3098315,0
0.37685528,-0.056827143,0.29451415,0
0.3737103,-0.07996728,0.28467172,2
0.3673184,-0.10380417,0.28130227,2
0.3632974,-0.11858737,0.27906966,2
0.36235395,-0.12633857,0.2730106,2
0.3652263,-0.118558235,0.26509684,2
0.3723559,-0.10489883,0.25749937,2
0.37167507,-0.10228368,0.23819853,2
0.37594947,-0.086785965,0.23422325,2
0.3710573,-0.08035059,0.22637878,2
0.3571976,-0.0946855,0.21737655,2
0.3518535,-0.09846278,0.21670856,2
0.34462103,-0.107672475,0.2195944,2
0.3335636,-0.12761897,0.21947496,2
0.32498,-0.14259315,0.2206541,2
0.32699314,-0.14648113,0.22728129,2
0.32403213,-0.15510532,0.22888698,2
0.32340413,-0.1656628,0.22863553,2
0.32816598,-0.17514554,0.23370782,2
0.33718494,-0.18729478,0.24821953,2
0.34151107,-0.19602531,0.25957972,2
0.34931183,-0.20155081,0.26855823,2
0.35962215,-0.20641458,0.2768948,2
0.37437907,-0.20450899,0.2739921,2
0.38722134,-0.20276898,0.2716999,2
0.40680978,-0.19318381,0.27512586,2
0.42059258,-0.18005651,0.27686876,2
0.43452644,-0.1743876,0.27301085,2
0.44202033,-0.16492179,0.26492274,2
0.44425306,-0.16612175,0.25580496,2
0.4567688,-0.15680084,0.25321555,2
0.46038318,-0.13253716,0.24376045,2
0.46166113,-0.11468836,0.23650597,2
0.46280208,-0.09217284,0.23311149,2
0.45709243,-0.08025543,0.22833152,2
0.4514973,-0.06209757,0.22341794,2
0.4450676,-0.03791011,0.21871157,2
0.4316805,-0.025170766,0.20699878,2
0.4183878,-0.01521153,0.20393698,2
0.40350586,-0.012528636,0.1993117,2
0.37932655,-0.026537023,0.20243098,2
0.3675713,-0.046898045,0.20772384,2
0.34919226,-0.064386435,0.20951809,2
0.32723716,-0.10420558,0.20661102,2
0.30729166,-0.13124317,0.21292044,2
0.30879596,-0.12755099,0.22952808,2
0.31258133,-0.10897931,0.24216413,2
0.31735763,-0.09627194,0.24444702,2
0.31877157,-0.08662282,0.25183323,2
0.32593253,-0.08092259,0.26236096,2
0.31927964,-0.10384728,0.2659966,2
0.31819484,-0.12827334,0.2665823,2
0.32400262,-0.15587574,0.28082445,2
0.32351366,-0.20694363,0.29145896,2
0.33500245,-0.22820225,0.30709857,2
0.36074308,-0.22209212,0.3223934,2
0.388976,-0.2050418,0.3275396,2
0.41093633,-0.17106551,0.3294692,2
0.43207496,-0.13310632,0.32615048,0
0.44793403,-0.094591565,0.31418228,0
0.46106333,-0.06379635,0.30144042,0
0.47281572,-0.042443685,0.2843974,0
0.46661732,-0.051772945,0.27119613,0
0.45237005,-0.06491511,0.25570205,2
0.44446686,-0.071138136,0.2521389,2
0.44002417,-0.08436134,0.25216538,2
0.43625107,-0.09307184,0.25017577,2
0.44012925,-0.10640255,0.25466657,2
0.43768495,-0.11034276,0.25925016,2
0.4368288,-0.10611916,0.26534712,2
0.43955123,-0.09050632,0.27209005,2
0.43865982,-0.07879921,0.27248794,2
0.42945716,-0.0738327,0.2626137,2
0.4309661,-0.04874727,0.2584384,0
0.42730466,-0.033828355,0.25399733,0
0.41533813,-0.036896966,0.24968447,2
0.4047446,-0.03948561,0.24460696,2
0.38499632,-0.049009703,0.24021547,2
0.36819318,-0.053127453,0.23679765,2
0.35762098,-0.039091475,0.2274659,2
0.34464905,-0.02569928,0.22806115,2
0.33529338,-0.02030211,0.22720805,2
0.3251206,-0.0143984705,0.22645831,2
0.31781146,-0.0144985095,0.22320117,2
0.2982218,-0.038572736,0.2146705,2
0.27412978,-0.06614167,0.2110788,2
0.25876433,-0.10569031,0.22229114,2
0.25389108,-0.14151919,0.23960404,2
0.2495141,-0.18303159,0.25588828,2
0.25954106,-0.21728504,0.27304277,2
0.2690569,-0.23138839,0.28545603,2
0.28885785,-0.2197488,0.308721,2
0.3164557,-0.18059164,0.3272708,2
0.35205945,-0.13760531,0.35963637,0
0.37181827,-0.1163509,0.35084188,0
0.395363,-0.0861046,0.36085373,0
0.40181115,-0.10060308,0.3643276,0
0.41267726,-0.12450292,0.37864655,0
0.4198524,-0.14938873,0.3911137,0
0.42923424,-0.17069072,0.40883356,0
0.44824967,-0.17817563,0.42545187,0
0.4684073,-0.15847573,0.44496477,0
0.49467495,-0.12653047,0.45706272,0
