new_index,nearest_index,distance,reference_date,infer_date
0,68,1.581842634417344,2011-02-09,2024-12-03
1,998,1.6150862521905376,2014-11-07,2024-12-04
2,998,1.4561552351611113,2014-11-07,2024-12-05
3,1006,2.3490220482544344,2014-11-19,2024-12-06
4,2444,3.3593346422186516,2020-10-07,2024-12-09
5,1037,2.3162544641765788,2014-12-31,2024-12-10
6,3157,3.3918168579224357,2023-09-11,2024-12-11
7,2968,2.900729014826559,2022-11-24,2024-12-12
8,3006,2.3751249684575937,2023-01-30,2024-12-13
9,2950,1.8433474147985662,2022-10-31,2024-12-16
10,3004,2.4847279638101027,2023-01-16,2024-12-17
11,2950,1.9486248910890838,2022-10-31,2024-12-18
12,2950,1.9445585702352859,2022-10-31,2024-12-19
13,2936,2.017253549128253,2022-10-11,2024-12-20
14,2936,2.178083389155066,2022-10-11,2024-12-23
15,1114,1.6294482861068247,2015-05-05,2024-12-24
16,979,1.7533968160828337,2014-10-13,2024-12-25
17,1178,2.0742440916119804,2015-08-05,2024-12-26
18,2308,1.8797977857644566,2020-03-20,2024-12-27
19,2420,2.9353261313525647,2020-09-01,2024-12-30
20,2405,1.25599502072066,2020-08-11,2024-12-31
21,2370,1.4095641018427862,2020-06-19,2025-01-02
22,1022,0.45947004687593584,2014-12-11,2025-01-03
23,2433,1.387639730064195,2020-09-18,2025-01-06
24,804,0.5502276037465036,2014-01-22,2025-01-07
25,968,1.9675487674943448,2014-09-25,2025-01-08
26,968,1.7103177709858,2014-09-25,2025-01-09
27,2439,2.5730851808153945,2020-09-28,2025-01-10
28,803,0.7129725204754674,2014-01-21,2025-01-13
29,2274,1.4949587444185262,2020-01-31,2025-01-14
30,968,1.3060988138433829,2014-09-25,2025-01-15
31,966,0.5464072250932842,2014-09-23,2025-01-16
32,2439,1.6036626439579373,2020-09-28,2025-01-17
33,956,0.8613648912529989,2014-09-09,2025-01-20
34,3014,0.6313981495563412,2023-02-09,2025-01-21
35,3158,1.12861905679999,2023-09-12,2025-01-22
36,3082,1.55563925182541,2023-05-24,2025-02-03
37,2930,0.8413039034169872,2022-09-30,2025-02-04
38,3085,2.5584981527855812,2023-05-29,2025-02-05
39,2939,1.0456027092939566,2022-10-14,2025-02-06
40,3081,2.2902632038432764,2023-05-23,2025-02-07
41,2952,1.2678902385993542,2022-11-02,2025-02-10
42,3086,1.277707942260333,2023-05-30,2025-02-11
43,2958,1.478354554914985,2022-11-10,2025-02-12
44,3000,1.876712433207422,2023-01-10,2025-02-13
45,1000,1.0381248656192972,2014-11-11,2025-02-14
46,973,1.5186841398941682,2014-10-02,2025-02-17
47,2432,1.1004027447628424,2020-09-17,2025-02-18
48,2441,1.724392930044477,2020-09-30,2025-02-19
49,2960,1.5899206218733626,2022-11-14,2025-02-20
50,1069,1.5916749944333677,2015-02-25,2025-02-21
51,659,2.343076780627341,2013-06-27,2025-02-24
52,351,2.491618971734418,2012-03-30,2025-02-25
53,550,2.606012924181948,2013-01-10,2025-02-26
54,481,2.7756451743005157,2012-10-03,2025-02-27
