日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,SMA_5,SMA_20,SMA_60,SMA_50,SMA_200,EMA_5,EMA_20,RSI,MACD,MACD_signal,MACD_hist,Support_Level,Resistance_Level,returns,volatility
2015-01-08,"31,001,877","2,683,506,287",85.9,87.0,85.7,86.9,+1.70,"14,395",86.34,87.125,92.46666666666668,92.268,95.8,86.38457004886328,87.91922629224293,42.586917550505504,-1.618537859977593,-1.769315621661612,0.1507777616840189,87.125,95.8,0.0199530516431925,0.01442926441751371
2015-01-09,"22,801,642","1,984,878,503",87.3,87.8,86.5,86.5,-0.40,"11,266",86.06,86.95500000000001,92.37166666666668,92.094,95.8025,86.42304669924219,87.7840618834579,41.26486798357084,-1.539808160529077,-1.723414129435105,0.1836059689060281,86.95500000000001,95.8025,-0.004602991944764212,0.014426992351922933
2015-01-12,"23,027,874","1,986,395,964",86.5,87.2,85.7,85.7,-0.80,"13,167",85.76000000000002,86.75999999999999,92.31666666666666,91.888,95.7995,86.18203113282813,87.58557979931905,38.67869247364138,-1.524395340043455,-1.6836103715567752,0.1592150315133202,86.75999999999999,95.7995,-0.009248554913294793,0.014451670583720507
2015-01-13,"26,434,792","2,268,498,342",85.0,86.3,85.0,86.3,+0.60,"11,160",86.12,86.69000000000001,92.20166666666664,91.652,95.7995,86.22135408855209,87.46314362795533,41.63322761275051,-1.4470844939074825,-1.6363051960269166,0.1892207021194343,86.69000000000001,95.7995,0.007001166861143382,0.01435465023991959
2015-01-14,"22,512,063","1,927,952,125",86.5,86.5,85.2,85.3,-1.00,"10,834",86.14,86.655,92.065,91.408,95.7945,85.91423605903472,87.25712994910245,38.319400183359214,-1.4497944065484631,-1.599003038131226,0.1492086315827629,86.655,95.7945,-0.011587485515643148,0.013718659525298488
2015-01-15,"32,395,438","2,755,105,791",85.3,85.7,84.7,84.8,-0.50,"14,919",85.72,86.67999999999999,91.91166666666666,91.14,95.7875,85.54282403935649,87.02311757299745,36.74455631810943,-1.4752817237851443,-1.57425877526201,0.0989770514768653,86.67999999999999,95.7875,-0.0058616647127783805,0.013075992384027374
2015-01-16,"41,931,979","3,535,425,223",84.8,84.9,84.0,84.1,-0.70,"20,439",85.24,86.645,91.73,90.904,95.777,85.06188269290433,86.74472542318817,34.60060364043337,-1.53427854812972,-1.566262729835552,0.0319841817058321,86.645,95.777,-0.008254716981132115,0.012902665263968804
2015-01-19,"30,077,553","2,526,370,052",84.2,84.9,83.0,83.7,-0.40,"16,469",84.84,86.55,91.57166666666669,90.652,95.7645,84.60792179526956,86.45475157336072,33.40129189516292,-1.594925307395357,-1.5719952453475132,-0.0229300620478438,86.55,95.7645,-0.0047562425683709275,0.012451169299431974
2015-01-20,"27,837,373","2,350,704,232",83.7,85.0,83.3,84.7,+1.00,"13,963",84.52000000000001,86.385,91.41666666666669,90.38,95.75650000000002,84.63861453017972,86.2876323758978,39.08578513419699,-1.544492707875321,-1.566494737853075,0.0220020299777539,86.385,95.75650000000002,0.01194743130227005,0.012598748059360393
2015-01-21,"31,835,104","2,708,110,544",85.2,85.5,84.7,85.3,+0.60,"12,531",84.52000000000001,86.285,91.24666666666668,90.132,95.751,84.85907635345316,86.19357214962183,42.269729536095866,-1.4395156830903917,-1.5410989269005384,0.1015832438101469,86.285,95.751,0.007083825265643329,0.0122427809546143
2015-01-22,"25,901,616","2,209,612,955",85.6,85.7,84.8,85.5,+0.20,"11,654",84.66,86.17,91.08833333333334,89.92200000000001,95.746,85.07271756896878,86.12751765918165,43.33299212862437,-1.3249095732664102,-1.497861056173713,0.1729514829073026,86.17,95.746,0.0023446658851113966,0.012253304913688413
2015-01-23,"71,838,263","6,246,004,009",85.8,87.8,85.7,87.8,+2.30,"33,643",85.4,86.16999999999999,90.965,89.71799999999999,95.751,85.98181171264586,86.28680169164053,53.85787078580461,-1.0365439935095535,-1.4055976436408812,0.3690536501313275,86.16999999999999,95.751,0.026900584795321647,0.013284891265816326
2015-01-26,"64,344,295","5,686,685,672",87.8,89.1,87.2,88.8,+1.00,"28,034",86.41999999999999,86.21,90.845,89.55799999999999,95.76449999999998,86.92120780843058,86.52615391148429,57.549565682061456,-0.7190319980475124,-1.2682845145222077,0.5492525164746951,86.21,95.76449999999998,0.011389521640091216,0.013455163804653933
2015-01-27,"39,764,117","3,527,873,796",89.4,89.4,87.8,88.8, 0.00,"17,731",87.24,86.23,90.69,89.42200000000001,95.7755,87.54747187228706,86.74271068181912,57.549565682061456,-0.4620749417960894,-1.1070425999769835,0.6449676581808943,86.23,95.7755,0.0,0.01285799051023056
2015-01-28,"27,746,871","2,447,348,983",88.5,88.6,87.9,87.9,-0.90,"12,526",87.75999999999999,86.235,90.53,89.27,95.779,87.66498124819138,86.85292871212205,53.11399961489346,-0.3272843713222215,-0.9510909542460314,0.6238065829238099,86.235,95.779,-0.010135135135135087,0.01246991398447458
2015-01-29,"32,918,275","2,863,320,954",87.8,87.8,86.5,86.7,-1.20,"15,445",88.0,86.17999999999999,90.33833333333334,89.08400000000002,95.775,87.3433208321276,86.83836407287232,47.8215792049393,-0.3136759828162212,-0.8236079599600694,0.5099319771438482,86.17999999999999,95.775,-0.013651877133105783,0.012168370577744371
2015-01-30,"26,007,903","2,264,270,652",87.7,87.7,86.7,86.7, 0.00,"10,300",87.78,86.12,90.185,88.884,95.76900000000002,87.12888055475173,86.82518654212258,47.82157920493931,-0.2994394848948047,-0.7187742649470165,0.4193347800522117,86.12,95.76900000000002,0.0,0.012133750670428349
2015-02-02,"30,256,207","2,609,671,818",87.2,87.3,85.8,86.5,-0.20,"11,629",87.32000000000001,86.08500000000001,90.02166666666668,88.68800000000002,95.7615,86.91925370316783,86.79421639525377,46.91792506381936,-0.3008275337040231,-0.6351849186984179,0.3343573849943947,86.08500000000001,95.7615,-0.0023068050749711633,0.012034941192904196
2015-02-03,"24,087,792","2,102,157,395",86.5,87.8,86.3,87.4,+0.90,"10,478",87.03999999999999,86.23,89.83999999999999,88.506,95.759,87.07950246877856,86.85191007189627,51.37110203262861,-0.2266919305351251,-0.5534863210657593,0.3267943905306342,86.23,95.759,0.010404624277456698,0.011028041221271458
2015-02-04,"36,083,976","3,168,896,579",87.7,88.4,87.5,87.5,+0.10,"12,739",86.96000000000001,86.345,89.67,88.32799999999999,95.7575,87.21966831251905,86.91363292219187,51.85440646988909,-0.1580478889579524,-0.4743986346441979,0.3163507456862455,86.345,95.7575,0.0011441647597252302,0.010931237540339839
2015-02-05,"20,542,159","1,789,046,541",87.6,87.6,86.8,87.3,-0.20,"7,868",87.08000000000001,86.365,89.525,88.12799999999999,95.751,87.24644554167936,86.95042978674502,50.76766014229796,-0.1184202451130858,-0.4032029567379755,0.2847827116248898,86.365,95.751,-0.0022857142857143353,0.01088766643156241
2015-02-06,"17,169,148","1,498,692,494",87.7,87.7,86.8,87.3, 0.00,"7,612",87.2,86.405,89.34666666666666,87.932,95.7445,87.26429702778624,86.9837221880074,50.76766014229796,-0.0860234273416011,-0.3397670508587007,0.2537436235170995,86.405,95.7445,0.0,0.01088766643156241
2015-02-09,"16,533,126","1,440,316,062",87.4,87.4,86.9,87.0,-0.30,"7,246",87.3,86.47,89.18333333333334,87.73200000000001,95.7445,87.17619801852416,86.98527245581622,48.98183794616613,-0.0835926051292688,-0.2885321617128143,0.2049395565835455,86.47,95.7445,-0.0034364261168384758,0.010894017377827902
2015-02-10,"37,200,123","3,196,282,013",86.5,86.7,85.5,85.5,-1.50,"17,647",86.92,86.42999999999999,89.01500000000001,87.536,95.74,86.61746534568277,86.84381793621466,41.181583061358886,-0.2003936121694067,-0.2709044518041328,0.070510839634726,86.42999999999999,95.74,-0.017241379310344862,0.011277679280654637
2015-02-11,"42,617,033","3,621,198,415",85.0,85.5,84.7,84.8,-0.70,"19,735",86.38,86.405,88.83666666666667,87.37800000000001,95.725,86.01164356378852,86.64916860895612,38.12995581812604,-0.345461140623442,-0.2858157895679947,-0.0596453510554473,86.405,95.725,-0.008187134502923965,0.01130509906892071
2015-02-12,"40,774,161","3,485,381,753",85.2,86.4,84.5,86.2,+1.40,"17,786",86.16,86.475,88.67333333333335,87.212,95.723,86.0744290425257,86.60639064619838,46.64552997791406,-0.3435002453595217,-0.2973526807263001,-0.0461475646332216,86.475,95.723,0.01650943396226423,0.011753252689088639
2015-02-13,"28,335,354","2,439,563,444",86.0,86.4,85.7,85.8,-0.40,"12,461",85.85999999999999,86.56,88.49166666666666,87.022,95.708,85.98295269501713,86.52959153703662,44.75036622208264,-0.3699582306044817,-0.3118737907019364,-0.0580844399025453,86.56,95.708,-0.004640371229698403,0.011772030506494374
2015-02-24,"58,555,340","5,046,339,202",86.1,86.8,85.8,85.8, 0.00,"19,668",85.61999999999999,86.66499999999999,88.31666666666666,86.874,95.6935,85.92196846334475,86.46010662874741,44.75036622208264,-0.3864713731114477,-0.3267933071838387,-0.059678065927609,86.66499999999999,95.6935,0.0,0.011693017253447652
2015-02-25,"27,641,993","2,378,511,938",85.8,86.5,85.5,86.3,+0.50,"12,469",85.78,86.745,88.14666666666668,86.76199999999999,95.68,86.04797897556318,86.4448583783905,47.82356393383218,-0.3551187483164852,-0.332458395410368,-0.0226603529061172,86.745,95.68,0.005827505827505908,0.010221697463769623
2015-02-26,"45,547,240","3,964,463,308",86.5,87.7,86.1,87.1,+0.80,"17,708",86.24000000000001,86.83500000000001,87.99166666666666,86.704,95.6715,86.39865265037545,86.50725281854379,52.386993666284326,-0.2626901249208231,-0.3185047413124591,0.0558146163916359,86.704,95.6715,0.009269988412514474,0.01024829676681517
2015-03-02,"31,916,394","2,792,956,361",87.7,88.4,87.0,87.1, 0.00,"12,794",86.41999999999999,86.91499999999999,87.82166666666666,86.654,95.6615,86.6324351002503,86.56370493106343,52.386993666284326,-0.1872809171331084,-0.292259976476589,0.1049790593434805,86.654,95.6615,0.0,0.00958765445216462
2015-03-03,"21,771,139","1,884,209,619",87.1,87.5,86.2,86.3,-0.80,"10,224",86.52,86.84,87.64166666666667,86.582,95.646,86.52162340016687,86.53859017572405,47.562507495431625,-0.1898830373320947,-0.2717845886476902,0.0819015513155954,86.582,95.646,-0.00918484500574046,0.009701319134539742
2015-03-04,"61,434,770","5,404,832,606",87.0,88.8,86.7,88.3,+2.00,"26,031",87.02000000000001,86.81500000000001,87.49666666666667,86.556,95.649,87.11441560011124,86.70634349232176,57.98086756303256,-0.030213666692191,-0.2234704042565903,0.1932567375643993,86.556,95.649,0.023174971031286296,0.010418680377097504
2015-03-05,"57,112,246","5,067,475,602",88.6,89.4,87.7,88.5,+0.20,"24,391",87.46,86.8,87.38333333333334,86.572,95.652,87.57627706674083,86.87716792162446,58.86109491374036,0.1111821498113414,-0.156539893443004,0.2677220432543454,86.572,95.652,0.0022650056625141968,0.010361101311135898
2015-03-06,"36,627,012","3,249,549,809",88.5,89.1,88.0,88.8,+0.30,"13,044",87.79999999999998,86.845,87.31833333333334,86.62800000000001,95.655,87.98418471116055,87.06029478623165,60.20764755044786,0.2446269388119759,-0.076306526992008,0.3209334658039839,86.62800000000001,95.655,0.003389830508474523,0.010096555385020786
2015-03-09,"25,278,243","2,226,371,904",88.4,88.6,87.8,87.8,-1.00,"10,131",87.94,86.9,87.20666666666666,86.698,95.651,87.92278980744038,87.13074290182863,53.87713951578096,0.2666178482704566,-0.007721651939515,0.2743395002099717,86.698,95.651,-0.011261261261261257,0.010276809733875557
2015-03-10,"23,789,022","2,081,514,048",87.9,88.2,87.1,87.1,-0.70,"10,654",88.1,86.91999999999999,87.07,86.744,95.6425,87.6485265382936,87.12781500641637,49.920313680396816,0.2249683574100771,0.0388163499304033,0.1861520074796737,86.744,95.6425,-0.007972665148063829,0.010267977287029958
2015-03-11,"31,224,145","2,728,117,774",86.5,88.0,86.4,87.3,+0.20,"13,105",87.9,86.96000000000001,86.97166666666666,86.77799999999999,95.63,87.53235102552907,87.14421357723386,51.02697809978439,0.2057276639164911,0.0721986127276209,0.1335290511888702,86.77799999999999,95.63,0.0022962112514350874,0.010206992406060118
2015-03-12,"38,288,531","3,346,703,565",87.0,87.8,87.0,87.1,-0.20,"14,068",87.62,86.945,86.89166666666665,86.75999999999998,95.6125,87.38823401701939,87.14000276035443,49.84086900390557,0.1723541557501136,0.0922297213321194,0.0801244344179941,86.75999999999998,95.6125,-0.002290950744558984,0.01003180440268371
2015-03-13,"36,023,695","3,176,148,460",87.3,88.6,87.3,88.0,+0.90,"13,874",87.46000000000001,86.97,86.85833333333332,86.774,95.6025,87.59215601134626,87.2219072593683,54.91912217298877,0.2160375421639173,0.116991285498479,0.0990462566654383,86.774,95.6025,0.010332950631458226,0.010117147865356179
2015-03-16,"36,470,716","3,203,439,385",88.0,88.4,87.3,87.3,-0.70,"12,701",87.35999999999999,86.97,86.82,86.764,95.579,87.49477067423085,87.22934466323798,50.625955116470855,0.1919599954264157,0.1319850274840663,0.0599749679423493,86.764,95.579,-0.007954545454545436,0.010246961871899059
2015-03-17,"31,124,409","2,728,409,594",87.3,88.2,87.3,87.3, 0.00,"9,851",87.39999999999999,86.97,86.77666666666666,86.75399999999999,95.5505,87.42984711615391,87.2360737429296,50.62595511647085,0.1709082423366226,0.1397696704545776,0.0311385718820449,86.75399999999999,95.5505,0.0,0.008977627015472901
2015-03-18,"41,411,280","3,639,266,445",87.3,88.3,87.3,87.9,+0.60,"13,386",87.52000000000001,87.015,86.74833333333332,86.752,95.5275,87.58656474410262,87.29930481503155,54.18614845019597,0.2003302791769812,0.1518817921990583,0.0484484869779228,86.752,95.5275,0.006872852233677174,0.008813786577421972
2015-03-19,"131,562,136","11,865,473,696",88.3,91.2,88.3,91.1,+3.20,"53,957",88.32,87.29499999999999,86.805,86.806,95.519,88.75770982940175,87.66127578502854,67.60327237442426,0.4763694216681102,0.2167793180928687,0.2595901035752415,86.806,95.519,0.03640500568828209,0.011073331706369722
2015-03-20,"117,568,471","10,859,059,949",91.4,93.5,91.0,93.0,+1.90,"43,239",89.32,87.705,86.92166666666667,86.91,95.517,90.1718065529345,88.16972571026392,72.71308892238686,0.8387776453102447,0.3411789835363439,0.4975986617739008,86.91,95.517,0.020856201975850697,0.011446566070952647
2015-03-23,"78,554,963","7,371,146,715",93.5,94.7,93.1,93.5,+0.50,"29,370",90.56,88.07,87.075,87.024,95.517,91.281204368623,88.67737088071499,73.88061913755625,1.1530430325477,0.5035517933386151,0.6494912392090848,87.024,95.517,0.005376344086021501,0.011073662646167666
2015-03-24,"49,488,731","4,635,114,209",93.7,94.4,93.0,93.3,-0.20,"18,976",91.76,88.44500000000001,87.21666666666667,87.132,95.5215,91.95413624574869,89.11762127302785,72.5435398191011,1.3701678455394557,0.6768750037787833,0.6932928417606724,87.132,95.5215,-0.002139037433155133,0.011097699743767776
2015-03-25,"47,407,471","4,460,908,574",94.0,94.8,93.4,94.4,+1.10,"19,080",93.06,88.875,87.36333333333332,87.27599999999998,95.5285,92.76942416383244,89.6207049613109,75.2017817034703,1.612414717877286,0.8639829465984838,0.748431771278802,87.27599999999998,95.5285,0.011789924973204746,0.011184922400767273
2015-03-26,"48,764,540","4,577,960,527",93.9,94.4,93.0,94.4, 0.00,"17,343",93.72,89.28,87.47,87.47399999999999,95.535,93.31294944255498,90.07587591737654,75.20178170347032,1.783834179476699,1.0479531931741268,0.7358809863025721,87.47399999999999,95.535,0.0,0.011107723287036315
2015-03-27,"52,851,496","4,935,494,321",94.4,94.4,92.4,93.0,-1.40,"21,361",93.72,89.575,87.56500000000001,87.63,95.5355,93.20863296170332,90.35436392524544,65.79866642588367,1.7861276701374749,1.1955880885667964,0.5905395815706784,87.63,95.5355,-0.014830508474576343,0.01155531881779519
2015-03-30,"42,747,703","4,015,352,182",94.0,94.6,93.5,94.0,+1.00,"16,262",93.82,89.92,87.66833333333334,87.772,95.5395,93.47242197446889,90.70156736093637,68.79962557630077,1.8473419130182835,1.3259388534570935,0.5214030595611896,87.772,95.5395,0.010752688172043001,0.011629711062296062
2015-03-31,"109,910,350","10,178,082,035",94.5,94.9,91.0,91.6,-2.40,"42,896",93.48,90.185,87.73166666666665,87.874,95.53,92.8482813163126,90.7871323741805,56.08127368133152,1.6827964689731232,1.3973103765602997,0.2854860924128235,87.874,95.53,-0.025531914893617058,0.01270586599923137
2015-04-01,"41,384,665","3,794,649,871",91.6,92.5,90.5,91.7,+0.10,"16,633",92.94,90.355,87.79333333333332,87.994,95.518,92.46552087754172,90.87407214806808,56.44258395622074,1.5426791385220753,1.4263841289526549,0.1162950095694204,87.994,95.518,0.0010917030567687558,0.01266981513711112
2015-04-02,"42,164,583","3,925,799,275",92.9,93.5,92.5,93.2,+1.50,"15,636",92.7,90.59,87.87333333333335,88.132,95.515,92.7103472516945,91.0955890863473,61.55209350520063,1.534978333883572,1.4481029699388384,0.0868753639447337,88.132,95.515,0.016357688113413316,0.01240792059386206
2015-04-07,"24,248,033","2,266,576,663",93.8,93.9,92.8,93.6,+0.40,"10,139",92.82,90.83,87.97,88.29799999999999,95.516,93.00689816779634,91.33410441145708,62.80510166319856,1.5433611412592825,1.467154604202927,0.0762065370563551,88.29799999999999,95.516,0.0042918454935620964,0.012229486426063117
2015-04-08,"32,273,432","3,009,912,793",94.0,94.0,92.6,93.7,+0.10,"11,688",92.76,91.125,88.06833333333333,88.47599999999998,95.5185,93.23793211186424,91.55942780084212,63.1286173301972,1.5403179146589423,1.4817872662941305,0.0585306483648118,88.47599999999998,95.5185,0.0010683760683760646,0.011979735353504767
2015-04-09,"34,454,520","3,206,526,660",93.7,93.8,92.6,93.0,-0.70,"13,128",93.04,91.42,88.15333333333334,88.654,95.52,93.1586214079095,91.69662515314288,59.24407727211708,1.46453968396456,1.4783377498282164,-0.0137980658636565,88.654,95.52,-0.007470651013874119,0.012051716425690232
2015-04-10,"34,247,623","3,184,761,363",93.8,93.8,92.6,93.1,+0.10,"11,064",93.32,91.71,88.25166666666665,88.84199999999998,95.5155,93.13908093860633,91.8302799004626,59.6262843195628,1.396456572349706,1.4619615143325144,-0.0655049419828084,88.84199999999998,95.5155,0.0010752688172042113,0.012044823775305556
2015-04-13,"19,526,574","1,816,390,152",93.2,93.5,92.6,92.9,-0.20,"8,377",93.26,92.0,88.39166666666665,89.00599999999999,95.5095,93.05938729240422,91.93215800518044,58.44575810384819,1.3112466521688333,1.4318185418997784,-0.1205718897309451,89.00599999999999,95.5095,-0.002148227712137407,0.012063594214506746
2015-04-14,"30,250,174","2,827,521,730",93.0,93.8,92.6,93.8,+0.90,"11,120",93.3,92.29,88.535,89.17599999999999,95.509,93.30625819493616,92.1100477189728,62.083740347427664,1.301338633198981,1.4057225601596188,-0.1043839269606381,89.17599999999999,95.509,0.009687836383207582,0.012071883417701691
2015-04-15,"48,176,615","4,455,823,474",93.5,93.9,91.8,92.1,-1.70,"20,460",92.98,92.53,88.62166666666667,89.30799999999999,95.498,92.90417212995744,92.10909079335634,52.69869881439692,1.1431333347673558,1.353204715081166,-0.2100713803138103,89.30799999999999,95.498,-0.01812366737739879,0.012643504927589812
2015-04-16,"24,770,019","2,304,883,867",92.9,93.4,92.6,93.3,+1.20,"10,862",93.04,92.83,88.735,89.418,95.47650000000002,93.03611475330496,92.2225107177986,57.57406011126324,1.1018826498449386,1.3029403020339207,-0.2010576521889822,89.418,95.47650000000002,0.013029315960912058,0.012620023747631205
2015-04-17,"25,190,821","2,332,572,334",93.3,93.3,92.2,92.3,-1.00,"9,655",92.88,93.05,88.845,89.488,95.447,92.79074316887,92.22989064943684,52.699415554535015,0.9772345901496636,1.2377991596570694,-0.2605645695074059,89.488,95.447,-0.010718113612004254,0.01223313470881023
2015-04-20,"25,700,374","2,371,914,613",91.4,93.2,91.4,92.8,+0.50,"10,521",92.86,93.135,88.95333333333333,89.568,95.4285,92.79382877924668,92.2841867780619,54.76182941435128,0.908325317281296,1.171904391181915,-0.2635790739006189,89.568,95.4285,0.005417118093174356,0.012253009002583607
2015-04-21,"22,696,541","2,098,024,094",92.8,93.2,92.0,92.1,-0.70,"9,586",92.52,93.09,89.06666666666666,89.652,95.3965,92.5625525194978,92.26664518015124,51.383910770239375,0.7881448292245068,1.0951524787904332,-0.3070076495659264,89.652,95.3965,-0.007543103448275912,0.012361733989256017
2015-04-22,"28,665,821","2,643,434,032",91.8,93.0,91.8,92.0,-0.10,"9,329",92.5,93.015,89.18666666666667,89.758,95.3635,92.37503501299852,92.24125040108922,50.90087077342778,0.6770274117529738,1.0115274653829414,-0.3345000536299676,89.758,95.3635,-0.0010857763300758938,0.012143124967633779
2015-04-23,"57,193,159","5,330,988,269",92.5,94.0,92.5,93.3,+1.30,"21,218",92.5,93.015,89.34,89.89,95.33,92.68335667533236,92.34208369622358,56.61120539919889,0.6859578976455936,0.946413551835472,-0.2604556541898783,89.89,95.33,0.014130434782608559,0.012210771622795253
2015-04-24,"88,319,965","8,355,807,785",94.0,95.3,93.8,94.6,+1.30,"35,695",92.96,93.025,89.52166666666666,90.05199999999999,95.293,93.3222377835549,92.5571233442023,61.44069909437231,0.7888412367620816,0.914899088820794,-0.1260578520587123,90.05199999999999,95.293,0.013933547695605508,0.012391964240985435
2015-04-27,"44,909,930","4,263,924,318",95.1,95.4,94.6,94.7,+0.10,"17,184",93.34,93.04,89.68833333333332,90.198,95.2515,93.78149185570328,92.76120683523064,61.792995601914114,0.8684354057364203,0.9056063522039192,-0.0371709464674989,90.198,95.2515,0.0010570824524314126,0.01235999399907442
2015-04-28,"50,459,311","4,746,356,876",95.0,95.4,93.3,93.6,-1.10,"20,357",93.64,93.07,89.82666666666665,90.32,95.1995,93.72099457046885,92.841091898542,55.75816570485927,0.8331495221039376,0.8911149861839229,-0.0579654640799853,90.32,95.1995,-0.011615628299894487,0.012550888463594333
2015-04-29,"42,706,392","3,957,466,187",93.6,93.8,92.0,92.1,-1.50,"17,345",93.66,92.975,89.93666666666667,90.416,95.145,93.18066304697923,92.77051171772848,48.76438807224417,0.6763511856727291,0.8481622260816841,-0.171811040408955,90.416,95.145,-0.01602564102564108,0.012857371584822115
2015-04-30,"32,071,388","2,961,576,643",92.1,93.1,91.9,92.0,-0.10,"9,862",93.4,92.995,90.00666666666667,90.51,95.0875,92.78710869798616,92.69712964937338,48.32917081279314,0.5378185723927515,0.7860934953438976,-0.248274922951146,90.51,95.0875,-0.0010857763300758938,0.012864329821104558
2015-05-04,"23,192,381","2,152,484,224",93.0,93.2,92.3,93.1,+1.10,"8,620",93.1,93.065,90.07833333333332,90.632,95.0305,92.89140579865744,92.73549825419497,53.26975966658932,0.5109019258355829,0.7310551814422347,-0.2201532556066517,90.632,95.0305,0.011956521739130421,0.012966138269426148
2015-05-05,"19,623,488","1,825,886,684",93.5,93.8,92.4,93.1, 0.00,"7,378",92.78,93.06,90.15,90.784,94.971,92.96093719910496,92.77021270617638,53.26975966658932,0.4839911409166006,0.681642373337108,-0.1976512324205073,90.784,94.971,0.0,0.011221161899241145
2015-05-06,"22,388,121","2,081,147,091",92.8,93.4,92.4,93.0,-0.10,"8,050",92.66,93.03,90.235,90.948,94.8935,92.97395813273664,92.79209721035006,52.7380991156436,0.4494144160835986,0.6351967818864062,-0.1857823658028075,90.948,94.8935,-0.0010741138560687036,0.010563595998396628
2015-05-07,"24,164,603","2,233,090,068",93.0,93.0,92.1,92.1,-0.90,"9,298",92.66,92.95,90.325,91.066,94.809,92.68263875515775,92.72618319031672,48.08648260683492,0.3454079859029377,0.5772390226897125,-0.2318310367867747,91.066,94.809,-0.00967741935483879,0.010659171406556988
2015-05-08,"28,439,590","2,636,425,463",92.3,93.3,92.2,92.7,+0.60,"10,466",92.8,92.935,90.425,91.204,94.7225,92.68842583677184,92.72368955314371,51.17811198567867,0.307848441050254,0.5233609063618209,-0.2155124653115668,91.204,94.7225,0.006514657980456029,0.010728687394302437
2015-05-11,"29,376,541","2,738,926,713",93.8,93.9,92.3,93.2,+0.50,"13,076",92.82,92.94,90.53666666666666,91.352,94.63349999999998,92.8589505578479,92.7690524528443,53.65503747745808,0.3147992427633994,0.4816485736421366,-0.1668493308787371,91.352,94.63349999999998,0.005393743257820827,0.010545021578470176
2015-05-12,"15,402,291","1,430,331,428",92.8,93.4,92.5,92.7,-0.50,"7,284",92.74,92.93,90.625,91.48,94.5595,92.80596703856529,92.7624760287639,50.87538340669529,0.2767715319373565,0.4406731653011806,-0.1639016333638241,91.48,94.5595,-0.005364806866952843,0.010583905706609588
2015-05-13,"41,774,462","3,925,118,039",93.5,94.5,93.1,94.5,+1.80,"17,347",93.04,92.965,90.74166666666666,91.628,94.49949999999998,93.37064469237686,92.92795450221496,59.09172677686695,0.3874133934618129,0.4300212109333071,-0.0426078174714941,91.628,94.49949999999998,0.01941747572815533,0.010834663546719372
2015-05-14,"26,024,909","2,440,722,203",94.5,94.5,93.4,93.7,-0.80,"10,200",93.36,93.045,90.84833333333331,91.76,94.4305,93.48042979491792,93.00148264486116,54.71183991696692,0.4058659813403977,0.4251901650147252,-0.0193241836743274,91.76,94.4305,-0.008465608465608399,0.010781103967780816
2015-05-15,"21,583,619","2,013,745,665",93.7,93.9,92.9,93.1,-0.60,"8,171",93.44,93.035,90.945,91.896,94.3435,93.3536198632786,93.01086525011247,51.62145618435288,0.3678346358738764,0.4137190591865555,-0.045884423312679,91.896,94.3435,-0.006403415154749292,0.00973721109335975
2015-05-18,"126,258,696","12,114,539,089",95.2,96.8,95.1,96.8,+3.70,"44,858",94.16,93.26,91.10833333333332,92.066,94.2775,94.50241324218575,93.37173522629224,64.8185870582156,0.6290028451422955,0.4567758163777036,0.1722270287645919,92.066,94.2775,0.039742212674543476,0.01208110264049105
2015-05-19,"99,833,299","9,826,694,855",97.8,98.9,97.8,98.4,+1.60,"33,757",95.3,93.54,91.32333333333332,92.264,94.21699999999998,95.80160882812385,93.85061758569296,68.78414992863708,0.954089016561781,0.5562384564145191,0.3978505601472619,92.264,94.21699999999998,0.016528925619834878,0.012088219188343905
2015-05-20,"44,669,267","4,359,377,590",98.5,98.5,97.0,97.5,-0.90,"21,255",95.9,93.81,91.535,92.438,94.1645,96.36773921874924,94.19817781562696,64.38770423675396,1.1261184783113831,0.670214460793892,0.4559040175174913,92.438,94.1645,-0.009146341463414642,0.01224379921979545
2015-05-21,"43,700,933","4,234,665,601",97.0,97.4,96.5,97.0,-0.50,"16,831",96.56,94.06,91.715,92.622,94.12449999999998,96.57849281249948,94.4650180236625,62.01616442774687,1.208180096738431,0.7778075879827998,0.4303725087556312,92.622,94.12449999999998,-0.00512820512820511,0.012302299167561757
2015-05-22,"34,022,208","3,302,606,771",97.2,97.9,96.3,96.5,-0.50,"15,005",97.24,94.22,91.89333333333332,92.81,94.082,96.55232854166633,94.65882583093271,59.65011691583791,1.2188189134919585,0.8660098530846316,0.3528090604073266,92.81,94.22,-0.005154639175257714,0.012253005445973141
2015-05-25,"29,599,679","2,875,561,167",97.5,97.7,96.6,96.9,+0.40,"12,340",97.26,94.335,92.07833333333332,93.002,94.044,96.66821902777755,94.87227098989152,60.93419091598917,1.245173326464183,0.941842547760542,0.3033307787036412,93.002,94.335,0.004145077720207224,0.012263841811304422
2015-05-26,"22,883,036","2,233,971,534",97.8,98.3,97.3,97.4,+0.50,"10,500",97.06,94.47,92.26333333333334,93.208,94.01349999999998,96.91214601851838,95.11300708609232,62.53899454541666,1.2915174012832864,1.0117775184650908,0.2797398828181956,93.208,94.47,0.005159958720330149,0.012263381788719958
2015-05-27,"30,319,017","2,956,525,360",97.8,98.0,97.0,97.4, 0.00,"10,669",97.04,94.66,92.435,93.396,93.9905,97.0747640123456,95.33081593503591,62.53899454541667,1.3131087145884663,1.072043757689766,0.2410649568987004,93.396,94.66,0.0,0.012171637091809122
