日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,SMA_5,SMA_20,SMA_60,SMA_50,SMA_200,EMA_5,EMA_20,RSI,MACD,MACD_signal,MACD_hist,Support_Level,Resistance_Level,股票代碼
2010-10-26,37964025,2359307050,62.2,62.3,62,62.3,0.3,9725,61.62,61.495,60.6883333333333,60.624,60.869,61.7807514820031,61.3663833360313,59.1069136486942,0.236700024069087,0.187563095572632,0.049136928496455,60.624,61.495,2330
2010-10-26,4277923,1680229085,396,396.5,390,393,-2,3308,390.9,406.925,440.225,438.09,494.135,391.379051161347,406.816368355316,37.5979924043165,-16.2217847111326,-16.5161806936003,0.294395982467765,406.925,494.135,2454
2010-10-27,16083156,1881557596,118,119,116,116,-2,7269,115.9,115.675,119.441666666667,116.77,129.245,116.142864791796,115.661208857344,50.1314996895422,-0.290669054965789,-0.648472230487696,0.357803175521906,115.675,129.245,2317
2010-10-27,28106224,1747861763,62.3,62.4,61.9,62,-0.3,6328,61.82,61.52,60.6883333333333,60.668,60.858,61.8538343213354,61.4267277802188,56.1579118796708,0.258237705042418,0.201698017466589,0.056539687575829,60.668,61.52,2330
2010-10-27,8172843,3159225055,391,392,382.5,383,-10,6414,389,403.625,439.308333333333,436.63,493.245,388.586034107565,404.548142797667,33.6415694052004,-16.1311116925131,-16.4391668933829,0.308055200869813,403.625,493.245,2454
2010-10-28,26111896,3051278744,116,118,115,116.5,0.5,9219,116.6,115.625,119.15,116.48,129.075,116.261909861197,115.741093728073,51.3064221606967,-0.19768612459842,-0.55831500930984,0.360628884711421,115.625,129.075,2317
2010-10-28,62152025,3887832025,62.4,63,62.1,62.7,0.7,13925,62.16,61.555,60.7,60.73,60.8515,62.1358895475569,61.5479918011503,61.0421137370586,0.328009532528163,0.226960320478904,0.10104921204926,60.73,61.555,2330
2010-10-28,8635935,3364232620,385,392,385,391,8,5498,389.8,401.225,438.516666666667,435.31,492.45,389.390689405043,403.257843483604,39.1575115308775,-15.2380646073551,-16.1989464361773,0.96088182882221,401.225,492.45,2454
2010-10-29,11024253,1280933848,117.5,117.5,115.5,116,-0.5,5045,117,115.7,118.85,116.1,128.9125,116.174606574132,115.765751468257,50.0368495541968,-0.162469456936265,-0.479145898835125,0.316676441898861,115.7,128.9125,2317
2010-10-29,67950318,4273677075,63,63.1,62.5,62.8,0.1,15541,62.36,61.595,60.715,60.784,60.843,62.3572596983713,61.6672306772312,61.6985673398022,0.386913277338614,0.258950911850846,0.127962365487768,60.784,61.595,2330
2010-10-29,7817027,3023729422,389.5,391,384.5,385,-6,5473,389.4,398.025,437.633333333333,433.85,491.585,387.927126270029,401.51900124707,36.6939468512244,-14.8433631633442,-15.9278297816107,1.08446661826652,398.025,491.585,2454
2010-11-01,21947562,2575234847,118,118,116.5,117,1,8926,116.7,115.725,118.55,115.75,128.7575,116.449737716088,115.88329894747,52.5649805585169,-0.05325446709341,-0.393967612486782,0.340713145393372,115.725,128.7575,2317
2010-11-01,76412451,4844601716,63.4,63.5,63,63.5,0.7,16674,62.66,61.675,60.7583333333333,60.856,60.8425,62.7381731322475,61.8417801365426,66.0154734063939,0.484494122676281,0.304059554015933,0.180434568660348,60.8425,61.675,2330
2010-11-01,14517968,5681196351,380,399,380,393.5,8.5,10631,389.1,396.3,436.783333333333,432.66,490.7625,389.784750846686,400.755286842587,42.2381873014426,-13.6869063264314,-15.4796450905748,1.79273876414346,396.3,490.7625,2454
2010-11-02,12003827,1399067709,116.5,117,116,116.5,-0.5,6031,116.4,115.75,118.225,115.38,128.6125,116.466491810725,115.942032381045,51.1707761501417,-0.006966318731145,-0.316567353735655,0.30960103500451,115.38,128.6125,2317
2010-11-02,24422860,1544655880,63,63.4,63,63.3,-0.2,8113,62.86,61.785,60.8016666666667,60.92,60.845,62.9254487548317,61.9806582187766,63.8028165408528,0.539470635431698,0.351141770299086,0.188328865132612,60.845,61.785,2330
2010-11-02,15188732,5849656416,388,391,380,387.5,-6,9855,388,394.9,435.525,431.45,489.965,389.023167231124,399.492878571864,39.6016887719205,-13.1035067382355,-15.004417420107,1.90091068187149,394.9,489.965,2454
2010-11-03,17667831,2046195898,117,117.5,115,115,-1.5,8255,116.2,115.6,117.908333333333,115.02,128.44,115.97766120715,115.852315011421,47.131983146261,-0.090279406837837,-0.271309764356091,0.181030357518254,115.02,128.44,2317
2010-11-03,45944910,2925816274,63.5,64,63.3,63.9,0.6,12042,63.24,61.89,60.85,61.006,60.8485,63.2502991698878,62.1634526741312,67.339506638842,0.624258836189576,0.405765183477184,0.218493652712391,60.8485,61.89,2330
2010-11-03,13680862,5365303105,390,397,385,393,5.5,9644,390,393.925,434.525,430.37,489.065,390.348778154083,398.874509184068,43.1073849917685,-12.0583531379312,-14.4152045636718,2.35685142574061,393.925,489.065,2454
2010-11-04,18447095,2146756555,116,117,115,117,2,6612,116.3,115.55,117.675,114.97,128.2625,116.318440804767,115.961618343667,52.5137055448421,0.005019790877284,-0.216043853309416,0.2210636441867,114.97,128.2625,2317
2010-11-04,32789288,2092387807,63.9,64.1,63.6,63.9,0,11096,63.48,62.02,60.8983333333333,61.11,60.8505,63.4668661132585,62.3288381337378,67.339506638842,0.683574277396573,0.461327002261062,0.222247275135511,60.8505,62.02,2330
2010-11-04,12689578,5118550356,397,408,396,402,9,9561,392.2,393.3,433.641666666667,429.79,488.155,394.232518769388,399.172174976061,48.3866783741311,-10.3841347543545,-13.6089906018084,3.22485584745382,393.3,488.155,2454
2010-11-05,27678975,3255231575,118.5,118.5,117,117,0,11334,116.5,115.475,117.458333333333,114.93,128.0925,116.545627203178,116.060511834746,52.5137055448421,0.079627198877716,-0.15690964287199,0.236536841749706,114.93,128.0925,2317
2010-11-05,44439457,2853065105,64.5,64.6,63.8,64.2,0.3,12995,63.76,62.14,60.965,61.218,60.857,63.7112440755057,62.5070440257627,69.0907636006028,0.746188092844832,0.518299220377816,0.227888872467016,60.857,62.14,2330
2010-11-05,14874643,5946621914,408,408,396,396,-6,8670,394.4,392.6,432.591666666667,428.95,487.205,394.821679179592,398.870063073579,45.3644389293625,-9.43271995520638,-12.773736472488,3.34101651728158,392.6,487.205,2454
2010-11-08,15111651,1752412016,117.5,117.5,115,116,-1,6990,116.3,115.425,117.216666666667,114.85,127.9275,116.363751468785,116.054748802866,49.5866407810697,0.057400784076023,-0.114047557482387,0.17144834155841,114.85,127.9275,2317
2010-11-08,25993414,1646648272,64.2,64.2,63.1,63.3,-0.9,9057,63.72,62.23,61.0183333333333,61.308,60.861,63.5741627170038,62.5825636423568,58.8891602549169,0.714946061155061,0.557628588533265,0.157317472621796,60.861,62.23,2330
