成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,SMA_5,SMA_20,SMA_60,SMA_50,SMA_200,EMA_5,EMA_20,RSI,MACD,MACD_signal,MACD_hist,Support_Level,Resistance_Level,day_index,predicted_close_price
48632084.00,51509604352.00,1060.00,1065.00,1055.00,1055.00,20.00,55988.00,1018.20,1036.30,1011.28,1029.78,902.02,1029.12,1029.70,56.45,-2.81,-2.28,-0.54,902.02,1036.30,1,718.93
35431584.00,37738287104.00,1065.00,1070.00,1055.00,1070.00,15.00,45553.00,1032.20,1036.80,1014.30,1031.98,904.24,1042.75,1033.54,59.54,0.83,-1.66,2.48,904.24,1036.80,2,717.46
41293184.00,44420333568.00,1070.00,1080.00,1070.00,1075.00,5.00,51311.00,1046.20,1037.30,1017.18,1034.02,906.44,1053.50,1037.49,60.55,4.07,-0.51,4.58,906.44,1037.30,3,724.46
32090124.00,34306934784.00,1075.00,1080.00,1060.00,1065.00,-10.00,33697.00,1060.00,1036.05,1019.63,1035.78,908.53,1057.33,1040.11,57.47,5.76,0.74,5.02,908.53,1036.05,4,715.54
30255280.00,32409792512.00,1070.00,1075.00,1065.00,1075.00,10.00,25230.00,1068.00,1035.55,1022.57,1037.54,910.42,1063.22,1043.43,59.68,7.82,2.16,5.66,910.42,1037.54,5,709.15
35431584.00,37738287104.00,1065.00,1070.00,1055.00,1070.00,15.00,45553.00,1032.20,1036.80,1014.30,1031.98,904.24,1042.75,1033.54,59.54,0.83,-1.66,2.48,904.24,1036.80,1,719.36
41293184.00,44420333568.00,1070.00,1080.00,1070.00,1075.00,5.00,51311.00,1046.20,1037.30,1017.18,1034.02,906.44,1053.50,1037.49,60.55,4.07,-0.51,4.58,906.44,1037.30,2,717.56
32090124.00,34306934784.00,1075.00,1080.00,1060.00,1065.00,-10.00,33697.00,1060.00,1036.05,1019.63,1035.78,908.53,1057.33,1040.11,57.47,5.76,0.74,5.02,908.53,1036.05,3,724.62
30255280.00,32409792512.00,1070.00,1075.00,1065.00,1075.00,10.00,25230.00,1068.00,1035.55,1022.57,1037.54,910.42,1063.22,1043.43,59.68,7.82,2.16,5.66,910.42,1037.54,4,715.25
32359252.00,34496135168.00,1070.00,1075.00,1060.00,1065.00,-10.00,31326.00,1070.00,1036.30,1025.25,1038.74,912.33,1063.81,1045.49,56.52,8.55,3.44,5.11,912.33,1038.74,5,709.49
