日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,SMA_5,SMA_20,SMA_60,SMA_50,SMA_200,EMA_5,EMA_20,RSI,MACD,MACD_signal,MACD_hist,Support_Level,Resistance_Level
2024-12-03,"48,632,084","51,509,603,939",1060.0,1065.0,1055.0,1055.0,+20.00,"55,988",1018.2,1036.3,1011.2833333333332,1029.78,902.025,1029.1219719635176,1029.703911359821,56.4534109761843,-2.8142667707907094,-2.276151089406837,-0.5381156813838723,902.025,1036.3
2024-12-04,"35,431,584","37,738,286,825",1065.0,1070.0,1055.0,1070.0,+15.00,"45,553",1032.2,1036.8,1014.3,1031.98,904.235,1042.7479813090115,1033.541634087457,59.54293138674789,0.8261040867714655,-1.6557000541711766,2.481804140942642,904.235,1036.8
2024-12-05,"41,293,183","44,420,331,699",1070.0,1080.0,1070.0,1075.0,+5.00,"51,311",1046.2,1037.3,1017.1833333333332,1034.02,906.435,1053.4986542060078,1037.4900498886516,60.54771493856705,4.067692603815885,-0.5110215225737642,4.57871412638965,906.435,1037.3
2024-12-06,"32,090,124","34,306,935,479",1075.0,1080.0,1060.0,1065.0,-10.00,"33,697",1060.0,1036.05,1019.6333333333332,1035.78,908.53,1057.3324361373386,1040.110045137351,57.473323944831264,5.763322437923989,0.7438472695257864,5.019475168398203,908.53,1036.05
2024-12-09,"30,255,281","32,409,791,931",1070.0,1075.0,1065.0,1075.0,+10.00,"25,230",1068.0,1035.55,1022.5666666666668,1037.54,910.42,1063.221624091559,1043.4328979814131,59.6782084484438,7.823849260226098,2.159847667665849,5.664001592560249,910.42,1037.54
2024-12-10,"32,359,253","34,496,134,808",1070.0,1075.0,1060.0,1065.0,-10.00,"31,326",1070.0,1036.3,1025.25,1038.74,912.33,1063.8144160610395,1045.486907697469,56.522268895631285,8.551340653651096,3.4381462648628984,5.113194388788197,912.33,1038.74
2024-12-11,"26,948,940","28,278,772,503",1045.0,1060.0,1045.0,1045.0,-20.00,"47,194",1065.0,1036.8,1027.65,1039.34,914.165,1057.542944040693,1045.440535535805,50.742631836592864,7.428419772104689,4.236200966311257,3.1922188057934324,914.165,1039.34
2024-12-12,"26,574,460","28,185,087,817",1060.0,1065.0,1055.0,1060.0,X0.00,"25,096",1062.0,1038.05,1029.65,1040.54,916.03,1058.3619626937957,1046.827151199062,54.50043615062845,7.660565294857861,4.9210738320205785,2.7394914628372824,916.03,1040.54
2024-12-13,"24,329,785","25,873,117,992",1060.0,1070.0,1055.0,1065.0,+5.00,"25,787",1062.0,1039.55,1031.6166666666666,1042.7,917.95,1060.5746417958635,1048.5578987039132,55.71326644137788,8.154006199637706,5.567660305544004,2.586345894093702,917.95,1042.7
2024-12-16,"43,679,921","47,253,709,874",1085.0,1085.0,1075.0,1085.0,+20.00,"53,568",1064.0,1042.55,1033.9166666666667,1044.96,919.915,1068.7164278639093,1052.028575017826,60.274731169491616,10.043123646976255,6.462752973830455,3.5803706731458007,919.915,1044.96
2024-12-17,"40,033,595","43,428,037,809",1090.0,1095.0,1075.0,1075.0,-10.00,"42,830",1066.0,1044.3,1036.15,1046.92,921.805,1070.810951909273,1054.2163297780332,57.107508671424455,10.61102906985434,7.292408193035232,3.3186208768191072,921.805,1046.92
2024-12-18,"47,331,164","51,170,937,776",1075.0,1090.0,1070.0,1085.0,+10.00,"40,248",1074.0,1047.3,1038.2333333333331,1048.52,923.74,1075.540634606182,1057.148107894411,59.40473285079635,11.73276660550141,8.180479875528468,3.552286729972943,923.74,1048.52
2024-12-19,"46,126,529","49,061,396,399",1065.0,1070.0,1055.0,1070.0,-15.00,"62,146",1076.0,1050.3,1039.85,1049.72,925.6,1073.6937564041214,1058.3720976187528,54.67449649853415,11.28133286157231,8.800650472737237,2.4806823888350724,925.6,1050.3
2024-12-20,"56,392,109","58,923,043,065",1060.0,1060.0,1035.0,1035.0,-35.00,"85,875",1070.0,1050.05,1040.8166666666666,1050.02,927.325,1060.7958376027475,1056.146183559824,45.55870061884741,8.007060465484528,8.641932471286696,-0.6348720058021673,927.325,1050.05
2024-12-23,"32,800,319","35,200,907,996",1065.0,1080.0,1060.0,1080.0,+45.00,"39,942",1069.0,1052.55,1042.3666666666666,1050.72,929.28,1067.1972250684985,1058.4179756017456,55.7695202075827,8.94024237207691,8.70159445144474,0.2386479206321698,929.28,1052.55
2024-12-24,"30,069,757","32,689,957,470",1095.0,1095.0,1080.0,1080.0, 0.00,"36,423",1070.0,1056.05,1043.6166666666666,1051.42,931.055,1071.4648167123323,1060.4734064968177,55.76952020758269,9.569484693514596,8.87517249985871,0.694312193655886,931.055,1056.05
2024-12-25,"16,186,220","17,591,123,835",1090.0,1090.0,1080.0,1085.0,+5.00,"28,032",1070.0,1060.3,1044.7833333333333,1051.72,932.83,1075.9765444748882,1062.8092725447395,56.81330026548953,10.352287256538377,9.170595451194645,1.181691805343732,932.83,1060.3
2024-12-26,"15,017,636","16,328,335,510",1085.0,1090.0,1085.0,1085.0, 0.00,"23,380",1073.0,1064.3,1046.2,1052.52,934.58,1078.984362983259,1064.9226751595263,56.81330026548953,10.847619324359812,9.506000225827677,1.341619098532135,934.58,1064.3
2024-12-27,"26,151,993","28,531,251,520",1080.0,1095.0,1080.0,1090.0,+5.00,"40,184",1084.0,1069.0,1048.4166666666667,1053.62,936.23,1082.6562419888394,1067.310991811,57.963783596172,11.51094080969756,9.906988342601654,1.6039524670959049,936.23,1069.0
2024-12-30,"27,437,455","29,944,447,716",1090.0,1095.0,1085.0,1090.0, 0.00,"28,373",1086.0,1071.75,1050.3833333333334,1053.72,937.76,1085.104161325893,1069.4718497337617,57.963783596172,11.899458317472636,10.305482337575851,1.5939759798967843,937.76,1071.75
2024-12-31,"29,239,004","31,511,634,720",1080.0,1085.0,1075.0,1075.0,-15.00,"32,969",1085.0,1072.75,1052.0166666666669,1053.52,939.305,1081.7361075505955,1069.9983402353082,53.046993069514215,10.871664817097326,10.418718833480144,0.4529459836171803,939.305,1072.75
2025-01-02,"45,045,125","47,883,206,644",1070.0,1075.0,1055.0,1065.0,-10.00,"74,997",1081.0,1072.5,1053.0166666666669,1053.32,940.78,1076.1574050337304,1069.5223078319457,50.00187131341324,9.14479908526937,10.16393488383799,-1.0191357985686214,940.78,1072.5
2025-01-03,"31,244,211","33,728,652,860",1080.0,1085.0,1075.0,1075.0,+10.00,"28,227",1079.0,1072.5,1054.1,1053.62,942.26,1075.7716033558204,1070.0439928003316,52.91279920782056,8.485348166198719,9.828217540310137,-1.3428693741114175,942.26,1072.5
2025-01-06,"77,874,801","86,585,128,825",1100.0,1125.0,1095.0,1125.0,+50.00,"130,021",1086.0,1075.5,1055.85,1054.92,943.965,1092.1810689038805,1075.277898247919,64.15124909637196,11.860589204918824,10.234691873231874,1.62589733168695,943.965,1075.5
2025-01-07,"54,691,485","62,664,127,156",1150.0,1160.0,1130.0,1130.0,+5.00,"70,657",1094.0,1078.25,1057.2666666666669,1056.22,945.85,1104.7873792692535,1080.4895269862125,65.04958863554089,14.76870581126741,11.141494660838982,3.627211150428428,945.85,1078.25
2025-01-08,"49,181,518","54,760,296,689",1110.0,1130.0,1105.0,1105.0,-25.00,"71,736",1100.0,1080.25,1058.2666666666669,1057.32,947.555,1104.858252846169,1082.8238577494303,57.31574924585243,14.88453841383398,11.890103411437982,2.9944350023959974,947.555,1080.25
2025-01-09,"29,916,198","33,052,210,793",1100.0,1115.0,1100.0,1100.0,-5.00,"51,544",1107.0,1083.0,1058.7666666666669,1058.52,949.245,1103.2388352307794,1084.459680820913,55.884688375737575,14.4068056846329,12.393443866076966,2.013361818555934,949.245,1083.0
2025-01-10,"24,475,751","26,996,697,889",1100.0,1110.0,1100.0,1100.0, 0.00,"38,027",1112.0,1085.0,1059.6833333333334,1059.92,950.955,1102.1592234871864,1085.9397112189213,55.884688375737575,13.868333538567867,12.688421800575147,1.17991173799272,950.955,1085.0
2025-01-13,"62,629,547","68,093,421,797",1110.0,1115.0,1070.0,1075.0,-25.00,"118,516",1102.0,1085.5,1060.35,1060.92,952.41,1093.1061489914578,1084.8978339599764,48.81675551157232,11.294107970698631,12.409559034599846,-1.1154510639012134,952.41,1085.5
2025-01-14,"31,280,235","33,915,048,410",1085.0,1090.0,1075.0,1090.0,+15.00,"32,218",1094.0,1085.75,1060.4333333333334,1061.92,953.935,1092.0707659943052,1085.383754535217,52.68352183708952,10.345137990507965,11.99667482578147,-1.6515368352735056,953.935,1085.75
2025-01-15,"37,966,582","40,677,529,813",1085.0,1085.0,1065.0,1065.0,-25.00,"74,906",1086.0,1085.25,1060.1,1062.22,955.36,1083.047177329537,1083.4424445794816,46.39275342507027,7.489447687048141,11.095229398034803,-3.605781710986664,955.36,1085.25
2025-01-16,"49,872,673","54,934,128,041",1095.0,1115.0,1090.0,1105.0,+40.00,"54,389",1087.0,1086.25,1060.6,1063.12,956.975,1090.364784886358,1085.4955450957216,55.540220736244834,8.357616848872567,10.547706888202358,-2.19009003932979,956.975,1086.25
2025-01-17,"60,857,371","67,663,576,840",1125.0,1125.0,1095.0,1120.0,+15.00,"48,829",1091.0,1088.75,1061.6,1064.22,958.68,1100.2431899242388,1088.781683658034,58.40650173610561,10.139144062850391,10.465994323131964,-0.3268502602815726,958.68,1088.75
2025-01-20,"32,062,171","36,076,248,367",1125.0,1135.0,1120.0,1120.0, 0.00,"37,780",1100.0,1093.0,1062.6,1064.82,960.435,1106.828793282826,1091.754856642983,58.4065017361056,11.419381691318904,10.656671796769352,0.7627098945495518,960.435,1093.0
2025-01-21,"24,368,832","27,256,307,475",1115.0,1125.0,1110.0,1120.0, 0.00,"28,262",1106.0,1095.0,1063.5166666666669,1065.52,962.14,1111.219195521884,1094.444870296032,58.4065017361056,12.292281466428904,10.983793730701263,1.30848773572764,962.14,1095.0
2025-01-22,"45,996,696","52,510,666,410",1140.0,1150.0,1135.0,1135.0,+15.00,"59,434",1120.0,1097.75,1064.9333333333334,1067.22,963.965,1119.1461303479227,1098.307263601172,61.50604727461223,14.032675518535598,11.59357008826813,2.4391054302674675,963.965,1097.75
2025-02-03,"113,031,525","120,769,676,393",1065.0,1075.0,1060.0,1070.0,-65.00,"247,531",1113.0,1097.0,1065.4333333333334,1067.92,965.365,1102.7640868986152,1095.6113337343938,45.6357639860544,10.051130396755752,11.285082149965657,-1.2339517532099027,965.365,1097.0
2025-02-04,"57,904,652","63,132,252,012",1085.0,1100.0,1080.0,1095.0,+25.00,"59,315",1108.0,1097.5,1066.5166666666669,1069.12,966.94,1100.1760579324102,1095.5531114739754,50.8849590007634,8.81144541078288,10.7903548021291,-1.9789093913462192,966.94,1097.5
