new_index,nearest_index,distance,reference_date,infer_date
0,71,7.024743414227462,2011-02-14,2010-10-21
1,71,6.984157872896481,2011-02-14,2010-10-22
2,71,6.941907684992461,2011-02-14,2010-10-25
3,71,6.888720315737912,2011-02-14,2010-10-26
4,71,6.918737382112588,2011-02-14,2010-10-27
5,71,6.91337308886417,2011-02-14,2010-10-28
6,71,6.919536355353269,2011-02-14,2010-10-29
7,71,6.890924802908161,2011-02-14,2010-11-01
8,71,6.936142798422005,2011-02-14,2010-11-02
9,71,6.923841391401456,2011-02-14,2010-11-03
10,71,6.896783418614854,2011-02-14,2010-11-04
11,71,6.906951926332528,2011-02-14,2010-11-05
12,71,6.956310295827529,2011-02-14,2010-11-08
13,71,6.89607075347691,2011-02-14,2010-11-09
14,71,6.799699031198714,2011-02-14,2010-11-10
15,71,6.791141559470047,2011-02-14,2010-11-11
16,71,6.830890928237205,2011-02-14,2010-11-12
17,71,6.826248699478441,2011-02-14,2010-11-15
18,71,6.833251468332121,2011-02-14,2010-11-16
19,71,6.864231026118193,2011-02-14,2010-11-17
20,71,6.880770851245003,2011-02-14,2010-11-18
21,71,6.767071312753656,2011-02-14,2010-11-19
22,71,6.735744425696841,2011-02-14,2010-11-22
23,71,6.743396634105697,2011-02-14,2010-11-23
24,71,6.778724064018749,2011-02-14,2010-11-24
25,71,6.682704658313549,2011-02-14,2010-11-25
26,71,6.494798595918365,2011-02-14,2010-11-26
27,71,6.244377940498358,2011-02-14,2010-11-29
28,71,6.1831733793013965,2011-02-14,2010-11-30
29,71,6.259441964786804,2011-02-14,2010-12-01
30,71,6.338458272158265,2011-02-14,2010-12-02
31,71,6.200779723546826,2011-02-14,2010-12-03
32,71,6.256161614935609,2011-02-14,2010-12-06
33,71,6.338039964302799,2011-02-14,2010-12-07
34,71,6.382660158022946,2011-02-14,2010-12-08
35,71,6.328281413506348,2011-02-14,2010-12-09
36,71,6.213960081617944,2011-02-14,2010-12-10
37,71,5.889341447842199,2011-02-14,2010-12-13
38,69,5.930725060806877,2011-02-10,2010-12-14
39,71,6.043094964087366,2011-02-14,2010-12-15
40,69,6.1747007989032525,2011-02-10,2010-12-16
41,70,6.24058071823803,2011-02-11,2010-12-17
42,70,6.335867273835971,2011-02-11,2010-12-20
43,70,6.331068623330451,2011-02-11,2010-12-21
44,70,6.294000751682043,2011-02-11,2010-12-22
45,70,6.284677333256247,2011-02-11,2010-12-23
46,70,6.248362560416369,2011-02-11,2010-12-24
47,70,6.0420861336888265,2011-02-11,2010-12-27
48,70,5.998128246175199,2011-02-11,2010-12-28
49,70,6.0208795668911606,2011-02-11,2010-12-29
50,70,6.117558698199942,2011-02-11,2010-12-30
51,70,6.062971219279919,2011-02-11,2010-12-31
52,70,5.7124574092438145,2011-02-11,2011-01-03
53,70,5.484281153468257,2011-02-11,2011-01-04
