Feature1,Feature2,Feature3,Feature4,Cluster
-0.170156,0.080045685,-0.1569108,0.6455064,1
-0.1513932,-0.05507686,-0.03157246,0.45743924,1
-0.10551024,-0.26798695,-0.28948608,0.38241023,3
-0.1285504,0.05763514,-0.2594275,0.6566001,1
-0.14015684,-0.08500615,-0.017087534,0.49403572,1
-0.110932454,-0.23562972,-0.24973497,0.3448486,3
-0.17008677,0.11136083,-0.23453774,0.60869956,1
-0.10305892,-0.11616914,-0.08771086,0.53259,1
-0.10807736,-0.23932531,-0.27555296,0.34967813,3
-0.18459767,0.11599772,-0.18505627,0.60390973,1
-0.13501465,-0.07758181,-0.037785575,0.4948389,1
-0.10944481,-0.2246086,-0.27182236,0.3329587,3
-0.18566853,0.13070904,-0.19254194,0.58630043,1
-0.0775602,-0.14236319,-0.07113381,0.5710167,1
-0.112600446,-0.25942,-0.27607065,0.37129396,3
-0.12069309,0.062126074,-0.2323148,0.65342236,1
-0.06383607,-0.16111587,-0.073992,0.59956473,1
-0.105016805,-0.26219988,-0.3083791,0.3772909,3
-0.1653496,0.1086448,-0.18835938,0.614832,1
-0.12092079,-0.11593205,-0.02246894,0.5636332,1
-0.107968,-0.2737135,-0.23630789,0.38881496,3
-0.17267075,0.12312238,-0.18333854,0.5986643,1
-0.12229361,-0.12241258,-0.015849069,0.5742357,1
-0.10675852,-0.28188583,-0.22573648,0.3989142,3
-0.07832195,0.04746333,-0.30093563,0.66773474,1
-0.119370505,-0.13355723,-0.0131495595,0.59669477,1
-0.09726399,-0.30473956,-0.334686,0.42993927,3
-0.15409356,0.089673564,-0.16814388,0.64246446,1
-0.12395689,-0.12859373,-0.015855938,0.5969277,1
-0.091793455,-0.24505045,-0.37699705,0.36575752,3
-0.15639624,0.12103163,-0.2435072,0.603086,1
-0.14185007,-0.07801856,-0.07499626,0.5444615,1
-0.11013218,-0.19783616,-0.51359534,0.31921902,3
-0.14535458,0.1414617,-0.3782402,0.57218397,1
-0.15229122,-0.085952744,-0.02102983,0.55735415,1
-0.102239296,-0.24867305,-0.36142135,0.36456817,3
-0.17446795,0.1412496,-0.21054454,0.5761161,1
-0.15844539,-0.079856664,-0.016388789,0.5548709,1
-0.10447149,-0.25788215,-0.3182892,0.37643403,3
-0.17377901,0.15030241,-0.18320678,0.5667661,1
-0.16044153,-0.070269644,-0.028072283,0.5459361,1
-0.11377034,-0.23585814,-0.24185011,0.3487552,3
-0.057602353,0.056161042,-0.35673255,0.65054065,1
-0.16521007,-0.07153295,-0.012676567,0.5516701,1
-0.11459777,-0.22389437,-0.24224505,0.3357517,3
-0.14961666,0.12497033,-0.18185197,0.5977211,1
-0.1644072,-0.07375128,-0.005857855,0.5573218,1
-0.11619726,-0.23408695,-0.24207349,0.34703758,3
-0.10733047,0.083736464,-0.2048674,0.63822365,1
-0.1543114,-0.090166524,-0.0020017922,0.5813101,1
-0.112382405,-0.26604703,-0.27587265,0.3850323,3
-0.13608839,0.09676048,-0.16039495,0.634491,1
-0.16117781,-0.07170541,-0.018098459,0.56147933,1
-0.10890236,-0.2743345,-0.2821498,0.3966056,3
-0.14148214,0.11185227,-0.15346295,0.61668694,1
-0.17160836,-0.04864016,-0.023750111,0.5391563,1
-0.11035726,-0.23104706,-0.25816077,0.34787232,3
-0.14593425,0.13138472,-0.21174131,0.59329975,1
-0.1791842,-0.03503272,-0.020982057,0.5261702,1
-0.10908364,-0.21810046,-0.23515439,0.33049002,3
-0.15426975,0.13390934,-0.15763159,0.5917335,1
-0.18429196,-0.011405073,-0.039429978,0.50121146,1
-0.10452482,-0.23618177,-0.21175905,0.35067174,3
-0.15394941,0.14704114,-0.20136338,0.57484406,1
-0.1723362,-0.049764205,-0.019289315,0.54628253,1
-0.11316645,-0.2565795,-0.24234043,0.3760566,3
-0.07285526,0.07351248,-0.27723688,0.6453293,1
-0.16460134,-0.050154403,-0.028724715,0.5499175,1
-0.10176943,-0.27727288,-0.34080634,0.40506992,3
-0.09224929,0.07643041,-0.2697721,0.65393573,1
-0.17187509,-0.03530918,-0.018747225,0.5361383,1
-0.11332607,-0.27684572,-0.26455373,0.40161994,3
-0.096588016,0.06858289,-0.19855143,0.66880655,1
-0.16841692,-0.045720935,-0.00609082,0.55051154,1
-0.107782565,-0.23842487,-0.31000838,0.3623309,3
-0.13494277,0.12108098,-0.17467377,0.6203745,1
0.032881975,-0.19164857,-0.23462859,0.69385594,3
-0.112343505,-0.19813834,-0.28074738,0.31466934,3
-0.1425596,0.115770906,-0.14775549,0.6267632,1
-0.062074617,-0.15005498,-0.08588693,0.6835815,1
-0.10723366,-0.20712192,-0.34409374,0.3253571,3
-0.14570832,0.13939175,-0.14378291,0.59941816,1
-0.1483525,-0.052672848,-0.06506207,0.58636886,1
-0.113432616,-0.21475817,-0.31151572,0.33233973,3
-0.12974295,0.13241412,-0.21506189,0.60089666,1
-0.15306374,-0.08584599,0.004670024,0.63763505,1
-0.11529372,-0.23919153,-0.322878,0.36041018,3
-0.12863818,0.1020219,-0.1514357,0.640533,1
-0.14581954,-0.083624944,-0.01283817,0.6404877,1
-0.10725419,-0.26595262,-0.3764864,0.39412275,3
-0.1329887,0.1488525,-0.36079687,0.5858326,1
-0.11765667,-0.11307816,-0.04834649,0.6817453,1
-0.10919147,-0.28059542,-0.33926213,0.41059345,3
-0.15777141,0.14963913,-0.13336581,0.5886351,1
-0.10663047,-0.13623631,-0.023027524,0.7232012,1
-0.11120817,-0.30180168,-0.30406463,0.43471232,3
-0.1352123,0.13498324,-0.1850401,0.60212475,1
-0.042104825,-0.17644611,-0.16633138,0.76854134,1
-0.10785304,-0.36474687,-0.3884476,0.51428294,3
-0.051919945,0.06782788,-0.38964337,0.67145526,1
-0.11714358,-0.13310724,-0.0023095608,0.75790936,1
-0.090512924,-0.37561685,-0.33382285,0.5297256,3
0.024114199,-0.011768132,-0.59612554,0.76093245,3
-0.1533829,-0.08634886,-0.021187559,0.7145593,1
-0.08922243,-0.37905663,-0.34819266,0.5386062,3
-0.08520995,0.07616213,-0.31846642,0.68429625,1
-0.16130945,-0.089285016,-0.00021699071,0.72419214,1
-0.07963923,-0.38288915,-0.28232864,0.5420091,3
-0.083992854,0.06564143,-0.26160595,0.69776446,1
-0.17084216,-0.083148554,0.01888758,0.7366526,1
-0.08830257,-0.34112924,-0.31393284,0.49851078,3
-0.13224657,0.12468566,-0.15862493,0.6454819,1
-0.17058311,-0.08399211,0.00876902,0.7480788,1
-0.08214109,-0.3305716,-0.33286,0.4874501,3
-0.14086616,0.13514663,-0.15251866,0.63296056,1
-0.10636845,-0.1488384,-0.07162609,0.8339468,1
-0.091484934,-0.3413789,-0.38629407,0.50261825,3
-0.14355195,0.14919585,-0.22317259,0.6168237,1
-0.06977891,-0.16090451,-0.21252342,0.8618292,1
-0.08777334,-0.35777113,-0.34745312,0.5215807,3
-0.15944572,0.19583963,-0.26400745,0.55897504,1
-0.066708095,-0.15979728,-0.19007768,0.8775809,1
-0.07581493,-0.26775384,-0.38670516,0.42141283,3
-0.12260549,0.17092513,-0.31212065,0.57004744,1
-0.12950285,-0.12195854,-0.07059471,0.870494,1
-0.084609576,-0.2693834,-0.34262815,0.41998753,3
-0.16629523,0.21321715,-0.24582422,0.5322646,1
-0.22216392,0.0061107725,-0.12904632,0.7375364,1
-0.08081588,-0.22278099,-0.37620604,0.36969388,3
-0.123215646,0.19266091,-0.3117182,0.5406833,1
-0.25123465,0.03405681,-0.103683434,0.7017444,1
-0.11812608,-0.1789472,-0.8604673,0.35204077,3
-0.17020708,0.21916042,-0.20500094,0.5200756,1
-0.26257834,0.032055955,-0.024658203,0.706701,1
-0.11919219,-0.15475868,-0.667823,0.30203655,3
-0.16573617,0.18743727,-0.13401574,0.55342984,1
-0.2609583,0.014775168,0.023297384,0.7567536,1
-0.10889001,-0.14018677,-0.4828183,0.2697469,3
-0.12747109,0.16662695,-0.20151255,0.57504547,1
-0.25437662,0.03449825,-0.020971894,0.73748344,1
-0.11684206,-0.1549409,-0.45042163,0.2813665,3
-0.13905036,0.1415284,-0.11167151,0.6095762,1
-0.25987685,0.033574555,-0.02361095,0.7518676,1
-0.13038307,-0.16617495,-0.5085291,0.29794955,3
-0.12542067,0.15337211,-0.1567137,0.5981504,1
-0.27144668,0.08954111,-0.073119186,0.6853332,1
-0.1247001,-0.121573076,-0.33895972,0.23812653,3
-0.1327557,0.17359851,-0.20050064,0.5757347,1
-0.29159054,0.1477781,-0.1394524,0.61315817,1
-0.12600037,-0.11277135,-0.4093671,0.22937585,3
-0.13605465,0.18626422,-0.17004523,0.5563862,1
-0.3095236,0.15775846,-0.12749036,0.59873664,1
-0.14079313,-0.15684107,-0.3796696,0.27428064,3
-0.13532582,0.20148656,-0.22736245,0.536474,1
-0.30940872,0.17020597,-0.07516059,0.5815895,1
-0.14852384,-0.15744671,-0.32868522,0.27359536,3
-0.14177057,0.18833119,-0.16203573,0.54941684,1
-0.30763534,0.18914334,-0.08521732,0.54869807,1
-0.13424419,-0.12147042,-0.4109114,0.23914433,3
-0.12587601,0.23402263,-0.6903236,0.4826472,1
-0.30444396,0.21361084,-0.11239526,0.5051614,1
-0.15489514,-0.12015064,-0.4951803,0.23865716,3
0.024477266,0.10470368,-0.5925521,0.5955124,3
-0.30529952,0.16888101,0.026638031,0.56423837,1
-0.16137353,-0.16891187,-0.3644066,0.28189817,3
-0.11516763,0.1923567,-0.23288302,0.52656764,1
-0.2721713,0.21014883,-0.12830639,0.50703514,1
-0.15106824,-0.13118397,-0.49016154,0.25178176,3
-0.1161926,0.20231108,-0.25102147,0.5102449,1
-0.28391594,0.19692653,-0.015962183,0.51744676,1
-0.16188976,-0.13931027,-0.360394,0.24687581,3
-0.04354164,0.12867248,-0.2898122,0.58018684,1
-0.2676418,0.19639757,-0.01148808,0.51823366,1
-0.16675356,-0.14798672,-0.31027403,0.2541354,3
-0.12353845,0.19091266,-0.22404118,0.5318406,1
-0.25463712,0.20686887,-0.043452114,0.49647245,1
-0.16370498,-0.13966887,-0.34141785,0.24668936,3
-0.112571485,0.18956153,-0.19200061,0.5254635,1
-0.24803713,0.18532635,-0.034479335,0.51835144,1
-0.15830454,-0.1460737,-0.38543552,0.2553039,3
-0.11680652,0.17880401,-0.118208654,0.5356557,1
-0.23312265,0.17772499,-0.00040861964,0.53029037,1
-0.16733283,-0.1558057,-0.31841332,0.2623687,3
-0.10882804,0.19024707,-0.1689268,0.5219278,1
-0.22218734,0.15514684,0.012964651,0.5596135,1
-0.16061133,-0.17755197,-0.35774553,0.28938293,3
-0.11114434,0.16569994,-0.09649167,0.549043,1
-0.21230361,0.119166195,0.01118353,0.6266867,1
-0.15925218,-0.19588156,-0.3124112,0.3095593,3
-0.09916717,0.1597562,-0.116873115,0.5603257,1
-0.18866582,0.13635598,-0.032929033,0.5969679,1
-0.14828846,-0.18695402,-0.23599154,0.3002343,3
-0.09145592,0.15784986,-0.08057676,0.5634992,1
-0.19419542,0.1364305,0.019405752,0.5978478,1
-0.1281558,-0.17339283,-0.22833474,0.2826418,3
-0.09164904,0.15616837,-0.09566094,0.5650583,1
-0.19387719,0.12513378,0.03163652,0.6183123,1
-0.15485099,-0.19725662,-0.30550882,0.31300047,3
-0.05505863,0.102337375,-0.23976791,0.62322515,1
-0.18926357,0.12463698,-0.0034852475,0.62305915,1
-0.14726165,-0.21931897,-0.28439325,0.33893833,3
-0.08891839,0.12019314,-0.11527305,0.6189059,1
-0.19037378,0.124350265,0.031125516,0.62166977,1
-0.13925798,-0.19669081,-0.25667176,0.31530476,3
-0.090259425,0.11571722,-0.13082951,0.62791085,1
-0.19129492,0.10570845,0.0028455257,0.6583097,1
-0.13626017,-0.22798048,-0.3657096,0.3532388,3
-0.10757221,0.13084866,-0.19699268,0.6132303,1
-0.18517444,0.10129437,0.020468593,0.67036873,1
-0.13741055,-0.20325327,-0.24404167,0.32305047,3
-0.10961749,0.1619087,-0.15570754,0.5739635,1
-0.18954226,0.11638519,-0.04824932,0.66204643,1
-0.14229429,-0.20037438,-0.2987325,0.32020473,3
-0.12947184,0.18433905,-0.22281665,0.5491871,1
-0.038551822,0.034458738,-0.2881975,0.74459845,1
-0.13540296,-0.2236742,-0.33199,0.3480027,3
-0.09103049,0.14742236,-0.22785904,0.5800424,1
-0.16916344,0.21585177,-0.3854626,0.52210426,1
-0.13497345,-0.20220709,-0.24972968,0.32263684,3
-0.11945945,0.17888425,-0.13787507,0.5517865,1
-0.2461552,0.25314537,-0.0954021,0.4794327,1
-0.14060488,-0.186718,-0.29115283,0.30509582,3
-0.12197268,0.16865073,-0.124307856,0.56161493,1
-0.24783173,0.26507804,-0.0679346,0.46124166,1
-0.12900217,-0.26836583,-0.32793987,0.3988615,3
-0.027177628,0.074693054,-0.33400467,0.6556357,1
-0.24672678,0.2793158,-0.05933334,0.43316728,1
-0.12248209,-0.20626833,-0.2416196,0.3317879,3
-0.08108443,0.10198805,-0.2363303,0.64236546,1
-0.24500343,0.27600667,-0.050982088,0.42904213,1
-0.13109384,-0.2397381,-0.25908732,0.3672708,3
-0.089584924,0.10943684,-0.22514835,0.64001894,1
-0.2313864,0.2889352,-0.114166126,0.40498805,1
-0.1251739,-0.22740485,-0.24841912,0.35585353,3
-0.10753813,0.12139644,-0.10943319,0.63398993,1
-0.22615868,0.2791059,-0.06537316,0.4086602,1
-0.12360114,-0.2169294,-0.23961556,0.34475458,3
-0.10925311,0.12576737,-0.1805569,0.6307691,1
-0.21117038,0.2523899,0.001802519,0.43897688,1
-0.13278514,-0.22014573,-0.26257282,0.34739083,3
-0.04016938,0.06514181,-0.34652412,0.68699086,1
-0.1882653,0.25775975,-0.06052044,0.42288893,1
-0.12120913,-0.18624222,-0.3040104,0.3114289,3
-0.12716746,0.14310162,-0.16071014,0.61983645,1
-0.18266279,0.26464364,-0.031675696,0.40687534,1
-0.12750983,-0.1833825,-0.272451,0.30557206,3
-0.11689028,0.15130967,-0.13506517,0.6042539,1
-0.17843166,0.27098405,-0.04294111,0.39291924,1
-0.11842902,-0.15036295,-0.26909488,0.2652314,3
-0.1296577,0.16894813,-0.2225272,0.5840754,1
-0.16284806,0.24054511,0.033000275,0.42341435,1
-0.12675187,-0.1608489,-0.2600897,0.27404365,3
-0.13620238,0.19277644,-0.16258438,0.5579832,1
-0.15150279,0.25170395,-0.02939479,0.40359357,1
-0.1246552,-0.14532661,-0.26835012,0.25517252,3
-0.1454292,0.21033938,-0.1735753,0.5365607,1
-0.13879538,0.2277308,0.008122355,0.4323802,1
-0.14554054,-0.18333861,-0.27012044,0.29987204,3
-0.14399488,0.20792703,-0.20123953,0.5351099,1
-0.1151784,0.20517682,0.03281571,0.45516822,1
-0.1250815,-0.18922067,-0.22781664,0.30574846,3
-0.14439099,0.19776124,-0.12933588,0.5462495,1
-0.11406936,0.21558626,-0.041179925,0.4457323,1
-0.13946046,-0.1951548,-0.30676642,0.31763628,3
-0.14078829,0.21027564,-0.17134841,0.5308025,1
-0.11006881,0.21707876,-0.017210752,0.43238157,1
-0.12538107,-0.1482378,-0.3773607,0.26869637,3
-0.13485643,0.21947666,-0.23947921,0.51361686,1
-0.10803978,0.21446048,0.017848045,0.4338381,1
-0.12482876,-0.15132669,-0.25174883,0.26000938,3
-0.16586012,0.2862978,-0.40635633,0.43408528,1
-0.105664104,0.21165727,0.015669033,0.43434495,1
-0.14531973,-0.16271216,-0.3005966,0.2775088,3
-0.10750353,0.27283466,-0.8043303,0.41546774,3
-0.11436333,0.21979113,-0.057843685,0.42755282,1
-0.1427983,-0.14278251,-0.28234202,0.2534518,3
-0.107171655,0.29738468,-0.44018877,0.37474525,1
-0.109437175,0.25604993,-0.22586155,0.37294623,1
-0.14298633,-0.12869604,-0.2959867,0.23582466,3
-0.07211227,0.26358056,-0.45603985,0.39465627,1
-0.1351077,0.24879311,-0.07027003,0.37560448,1
-0.15019614,-0.13672209,-0.45249444,0.253938,3
-0.11167836,0.30328473,-0.44800717,0.35539845,1
-0.1356433,0.27044845,-0.16843218,0.34394002,1
-0.14721823,-0.12792833,-0.44091082,0.24193439,3
-0.06571845,0.26211295,-0.40573567,0.38105392,1
-0.11669642,0.21585207,-0.0027957857,0.39903393,1
-0.14894281,-0.16129829,-0.3818959,0.27485427,3
-0.06703855,0.24117248,-0.2844557,0.40701807,1
-0.10619916,0.22193955,-0.04192777,0.38616046,1
-0.1536972,-0.14256701,-0.31644857,0.25177917,3
-0.10474262,0.26087606,-0.20214178,0.39327818,1
-0.09112474,0.1888866,0.025479749,0.4274528,1
-0.14918637,-0.22904435,-0.4180445,0.35455924,3
-0.09853111,0.25781778,-0.17792384,0.39168164,1
-0.085963115,0.19528952,-0.022651926,0.4177625,1
-0.14604312,-0.24590065,-0.34238523,0.37248498,3
-0.039963312,0.184097,-0.23663904,0.46170416,1
-0.09064078,0.20395331,-0.04787226,0.40203458,1
-0.13845685,-0.22496252,-0.35279873,0.35167268,3
-0.09232515,0.2291178,-0.2712065,0.42023033,1
-0.09570536,0.21315007,-0.047308892,0.38342544,1
-0.144524,-0.17323478,-0.3095564,0.29142436,3
-0.08340038,0.24057655,-0.39151677,0.39301905,1
-0.09342364,0.19742836,-0.015511215,0.40494555,1
-0.14637646,-0.221828,-0.33338785,0.34513772,3
-0.1012639,0.27688953,-0.49120796,0.34421876,1
-0.09649399,0.21629722,-0.11156669,0.3704227,1
-0.14502436,-0.17085999,-0.55710906,0.30292284,3
-0.06474881,0.27238214,-0.56856704,0.31394604,1
-0.10094858,0.2133366,-0.06320583,0.37219116,1
-0.14825737,-0.16125037,-0.3187498,0.27342921,3
-0.01926018,0.22381766,-0.31587622,0.3491409,1
-0.055768825,0.22363658,-0.35651237,0.35080656,1
-0.1454609,-0.18066476,-0.41877776,0.30033866,3
0.0135104135,0.17774813,-0.46149337,0.40130582,1
-0.109081194,0.2566311,-0.17735219,0.3009134,1
-0.13969314,-0.17824562,-0.40079582,0.29750627,3
-0.038272563,0.20967342,-0.35127074,0.3664361,1
-0.08968919,0.28283963,-0.28677437,0.25570777,1
-0.16720872,-0.22763018,-0.6129635,0.36898446,3
-0.03943708,0.2114348,-0.32233137,0.36090198,1
-0.10454078,0.2089325,-0.011257067,0.33570254,1
-0.14014821,-0.24261378,-0.33967066,0.369252,3
-0.06666192,0.2281682,-0.19837607,0.34433064,1
-0.060902208,0.19139677,-0.08652265,0.34935793,1
-0.14465672,-0.2144208,-0.27015433,0.3373672,3
-0.060802046,0.21509217,-0.17795968,0.35298455,1
-0.035246614,0.17430338,-0.07780278,0.3651842,1
-0.13712665,-0.28594798,-0.4715181,0.43084094,3
-0.048420727,0.19034262,-0.13379058,0.3783853,1
-0.018688485,0.15485646,-0.0068187565,0.38594988,1
-0.13358536,-0.23951012,-0.27857494,0.37148368,3
-0.058194708,0.20057414,-0.14790991,0.36493665,1
-0.04436794,0.17834269,-0.06496959,0.35702655,1
-0.12045829,-0.21931805,-0.3670659,0.35250792,3
-0.059760537,0.19831754,-0.14278051,0.36376387,1
-0.022928681,0.15685596,-0.0071083754,0.37657675,1
-0.13741094,-0.2402088,-0.26048857,0.3698454,3
-0.06238832,0.19373031,-0.20862004,0.36461124,1
0.039296784,0.11063495,-0.06100908,0.42443758,1
-0.1250884,-0.24489018,-0.31920457,0.38117313,3
-0.041913263,0.15814815,-0.15899509,0.4024927,1
-0.0035109222,0.127593,-0.054270208,0.4137888,1
-0.12363714,-0.2573735,-0.31593925,0.39552817,3
-0.002093561,0.09813979,-0.22027147,0.46786276,1
0.0018728226,0.12328236,0.0024219453,0.41715786,1
-0.12296927,-0.2488017,-0.32384425,0.38702053,3
-0.06671086,0.14515874,-0.14994337,0.431628,1
0.022768162,0.09625819,-0.036984265,0.44687486,1
-0.11979252,-0.27860454,-0.35429254,0.42210755,3
-0.03615372,0.11289488,-0.14977331,0.46070257,1
0.062637456,0.04684707,-0.067034125,0.51117975,1
-0.11632708,-0.2832763,-0.36649615,0.4320898,3
-0.026681535,0.08699787,-0.19399203,0.492199,1
-0.003850922,0.08339389,0.006689653,0.4864568,1
-0.11590026,-0.28706092,-0.29776725,0.43467686,3
-0.07002533,0.11506195,-0.1483145,0.47055426,1
0.015790023,0.06468724,0.021182477,0.5073138,1
-0.11756749,-0.27935556,-0.24225008,0.42565152,3
-0.092329934,0.13921404,-0.16817175,0.44078055,1
-0.06886999,0.11413209,-0.07209415,0.45402882,1
-0.115039766,-0.2831533,-0.2765816,0.4323831,3
-0.1088748,0.17570701,-0.25464383,0.39734775,1
-0.05697817,0.102397084,-0.009850994,0.4606835,1
-0.115068436,-0.25145307,-0.21917044,0.3956778,3
-0.008041248,0.07631296,-0.33810678,0.48128918,1
-0.0058236644,0.04839382,-0.0757012,0.51741296,1
-0.10392144,-0.31326187,-0.3531511,0.47122467,3
0.053301834,-0.014285805,-0.40474528,0.5898064,3
-0.063075535,0.08493547,-0.030822217,0.49632782,1
-0.11050162,-0.28378358,-0.23106053,0.4370629,3
-0.05310674,0.052815866,-0.25987256,0.5440403,1
-0.09259113,0.11692433,-0.117429316,0.46126106,1
-0.109666556,-0.24529205,-0.2807028,0.39565307,3
-0.053683884,0.0498234,-0.1828739,0.55396456,1
-0.08255084,0.08267315,-0.005398974,0.4993123,1
-0.119587496,-0.2709157,-0.25951377,0.42178673,3
-0.042588327,0.031128403,-0.17187533,0.5796484,1
-0.08960621,0.105109826,-0.0980441,0.4772428,1
-0.11767424,-0.28049272,-0.2540858,0.43465278,3
-0.06273504,0.03464261,-0.16706346,0.58670104,1
-0.097185835,0.12463665,-0.11273943,0.45190278,1
-0.11369003,-0.23846981,-0.26702338,0.39005956,3
-0.11167197,0.0755934,-0.16396935,0.549947,1
-0.10859038,0.12881894,-0.07269652,0.44363,1
-0.10832731,-0.22442006,-0.3728192,0.37710047,3
-0.12183384,0.10644065,-0.2072304,0.5115492,1
-0.10681524,0.11934839,-0.088449284,0.45672974,1
-0.11904116,-0.29218146,-0.4983229,0.46067688,3
-0.07226423,0.06988837,-0.28128675,0.5328096,1
-0.10588371,0.10753594,-0.051367104,0.4701305,1
-0.102931105,-0.30598074,-0.35913733,0.47368956,3
-0.100180686,0.08847402,-0.21084218,0.5218783,1
-0.10373834,0.115002036,-0.07417477,0.46297303,1
-0.104725756,-0.28641912,-0.2902413,0.4521135,3
-0.09787749,0.075777635,-0.16826254,0.53942746,1
-0.108642265,0.11192943,-0.036433294,0.4663708,1
-0.105237216,-0.28849956,-0.30565965,0.45652547,3
-0.094254516,0.064655006,-0.117199294,0.5561838,1
-0.10458247,0.112216175,-0.06811469,0.46525574,1
-0.10510578,-0.2991351,-0.3499264,0.47090542,3
-0.10175471,0.064336404,-0.1685298,0.560237,1
-0.10204141,0.093125716,-0.051435724,0.48980138,1
-0.116981775,-0.28544164,-0.24561691,0.45178288,3
-0.08439694,0.036476184,-0.16031104,0.59310925,1
-0.09941253,0.098132044,-0.059163585,0.48587027,1
-0.11113482,-0.29786792,-0.26336667,0.468932,3
-0.038470317,-0.0117453635,-0.28519577,0.64299697,1
-0.10082944,0.100154325,-0.063428864,0.48373172,1
-0.106242955,-0.31965095,-0.3144371,0.49663725,3
-0.08937357,0.017298725,-0.16984908,0.63050586,1
-0.1057132,0.13606974,-0.14906672,0.43286338,1
-0.10300012,-0.29047585,-0.38705695,0.4689645,3
-0.10390715,0.03036018,-0.16431132,0.61724144,1
-0.1274256,0.19149658,-0.24588868,0.37249285,1
-0.10442779,-0.24257095,-0.4215464,0.41621593,3
-0.12181535,0.07913928,-0.18755886,0.56463975,1
-0.12657574,0.14491062,-0.08384653,0.41459626,1
-0.10937202,-0.24379869,-0.35292286,0.4122467,3
-0.096128695,0.038414907,-0.16708283,0.6047774,1
-0.11705595,0.1292007,-0.05280848,0.43375242,1
-0.12081376,-0.24812606,-0.28432032,0.41431355,3
-0.08750541,0.021323677,-0.20131299,0.6287566,1
-0.11217128,0.16476896,-0.18912661,0.3897379,1
-0.11269079,-0.21719112,-0.3001223,0.3815366,3
-0.120318905,0.068037614,-0.26107854,0.58137894,1
-0.12198967,0.18377815,-0.18750584,0.35924235,1
-0.13035637,-0.21820118,-0.24131863,0.3781559,3
-0.16478977,0.1501528,-0.32496923,0.4880218,1
-0.09066162,0.19390789,-0.3396246,0.33078575,1
-0.12327723,-0.22594623,-0.31095305,0.3902946,3
-0.13535844,0.1322571,-0.2532992,0.4922694,1
-0.13199347,0.21269096,-0.19887435,0.3029047,1
-0.11520335,-0.18958388,-0.36550683,0.35330284,3
-0.1315771,0.1577663,-0.23810908,0.46188366,1
-0.12808493,0.20423698,-0.18301035,0.3065051,1
-0.12340841,-0.16527286,-0.38011765,0.32353103,3
-0.13663341,0.1441331,-0.19568682,0.4713217,1
-0.11803375,0.20292088,-0.15015517,0.29651818,1
-0.13857675,-0.16796692,-0.31931448,0.32109195,3
-0.12811078,0.12327528,-0.17271519,0.49493355,1
-0.11436261,0.22714351,-0.2354764,0.2580539,1
-0.13884376,-0.19464402,-0.38672912,0.35379094,3
-0.117198795,0.12452537,-0.18483847,0.49046895,1
-0.07311691,0.22631057,-0.39114636,0.24176356,1
-0.13291201,-0.13969591,-0.3839528,0.2935254,3
-0.11403611,0.12715957,-0.19047423,0.4835934,1
-0.054471858,0.23075046,-0.45685756,0.2206395,1
-0.1559366,-0.123297095,-0.60111004,0.287147,3
-0.10113422,0.10914953,-0.255457,0.49631834,1
-0.11307594,0.23693623,-0.19316621,0.2025687,1
-0.15637639,-0.13273881,-0.43552524,0.28175485,3
-0.096185304,0.09018509,-0.21204272,0.5210311,1
-0.09506127,0.20892732,-0.15544264,0.22267795,1
-0.15380356,-0.22509259,-0.37990195,0.38424045,3
-0.048244603,0.029238012,-0.25958693,0.58360904,1
0.00021838397,0.120505825,-0.16548966,0.3022535,1
-0.15297851,-0.2212415,-0.32228065,0.38170084,3
-0.1084446,0.071047485,-0.15170544,0.55986017,1
-0.052623615,0.14828749,-0.08787915,0.28078705,1
-0.15173542,-0.19392893,-0.23405322,0.3507774,3
-0.099353224,0.058203574,-0.11963727,0.5744519,1
-0.03307301,0.12749435,-0.056508973,0.29748625,1
-0.15413393,-0.20057337,-0.21680868,0.35648504,3
-0.08683008,0.030408341,-0.13927431,0.60904443,1
-0.027943976,0.12436797,-0.037298962,0.3007453,1
-0.13221948,-0.19142154,-0.18216442,0.34477863,3
-0.08457418,0.050628733,-0.103204645,0.59093165,1
-0.00957245,0.11035594,-0.040108994,0.31178588,1
-0.15138935,-0.21045758,-0.19223957,0.36917844,3
-0.0831365,0.042291965,-0.088784575,0.601406,1
0.0024036095,0.096278295,-0.016986579,0.32900104,1
-0.12495279,-0.20192382,-0.1675274,0.35790282,3
-0.07877945,0.041808885,-0.087655485,0.6044817,1
-0.018482942,0.10254434,-0.09753313,0.31965348,1
-0.15009314,-0.24888983,-0.31178004,0.41635552,3
-0.104502074,0.033578914,-0.10877028,0.622711,1
-0.015945837,0.099089995,-0.07059618,0.32090148,1
-0.14700784,-0.21968578,-0.25103813,0.38577244,3
-0.102633275,0.060980093,-0.13595143,0.59210974,1
-0.017422296,0.0931655,-0.061028928,0.32493922,1
-0.14453603,-0.23077385,-0.21766546,0.397216,3
-0.097013,0.05869047,-0.119815946,0.59052384,1
-0.04167366,0.110112965,-0.09946927,0.30814734,1
-0.14487982,-0.21059251,-0.3040501,0.3775159,3
-0.10393791,0.062118556,-0.13134784,0.5903069,1
-0.07948277,0.15890376,-0.2873254,0.25528353,1
-0.12753087,-0.14061925,-0.51133865,0.3126489,3
-0.1265117,0.08754246,-0.20336527,0.5644389,1
-0.034560103,0.12014355,-0.14769442,0.273426,1
-0.14523533,-0.14415178,-0.3897791,0.30042315,3
0.03697227,-0.08152634,-0.4113342,0.7349987,3
