Feature1,Feature2,Feature3,Feature4,Cluster
0.0034560785,-0.3804396,-0.39143527,0.37327078,3
-0.026008781,-0.15408528,-0.2807082,0.4983585,3
0.00504867,0.26985428,0.016334757,0.6048236,1
-0.0004246533,-0.40139392,-0.46345055,0.40143797,3
-0.027587168,-0.1629275,-0.24962664,0.505733,3
0.0057509765,0.27535105,0.022046834,0.5947457,1
0.011323474,-0.39644364,-0.37265223,0.39296713,3
0.0038738772,-0.17123687,-0.3391468,0.5213264,3
-0.014532402,0.3110123,-0.053245246,0.5436348,1
0.0024084449,-0.35340258,-0.34634423,0.3424099,3
-0.097317725,-0.11036359,-0.26089084,0.46185654,3
-0.038113814,0.33825207,-0.099665046,0.49807313,1
0.0068918094,-0.37547702,-0.3839472,0.36882624,3
-0.04700243,-0.08802949,-0.44364262,0.4305586,3
-0.038222175,0.3102821,0.040548354,0.52834874,1
0.007215552,-0.35669345,-0.31854695,0.34345442,3
-0.092742145,-0.09458476,-0.2378172,0.42995217,3
-0.033726364,0.3329023,-0.051313415,0.49821606,1
-0.007799007,-0.36685592,-0.468374,0.36335048,3
-0.11623544,-0.047007512,-0.31175995,0.38647708,3
-0.047117487,0.34488508,-0.04578744,0.47255892,1
0.0018529743,-0.36188766,-0.3397607,0.3517744,3
-0.11417353,-0.0155984145,-0.37416282,0.3429676,3
-0.077977486,0.37152064,-0.20581397,0.404468,1
0.00040511787,-0.34764242,-0.37633833,0.33772263,3
-0.10454376,-0.0023436397,-0.40251198,0.31410694,3
-0.05292299,0.32925072,0.027631745,0.4641437,1
-0.0034881756,-0.33190167,-0.35541508,0.31884506,3
-0.08145895,-0.025268575,-0.3550209,0.32916498,3
-0.030121762,0.3451344,-0.058599174,0.43780732,1
-0.01562522,-0.33165973,-0.48030978,0.32366785,3
-0.112992816,-0.00039278343,-0.30474654,0.30375567,3
-0.030145269,0.33753577,0.008579552,0.44219658,1
-0.0042284727,-0.30734253,-0.35804573,0.2891225,3
-0.1002864,0.00020495802,-0.35337234,0.29400527,3
-0.020185936,0.3362286,-0.02038528,0.4306761,1
-0.014955651,-0.3061087,-0.4417249,0.2933106,3
-0.053143945,-0.023591686,-0.3796118,0.30988166,3
-0.01815743,0.34142014,-0.05975531,0.411057,1
-0.009054989,-0.33807057,-0.34779155,0.32397577,3
-0.033681337,-0.057005927,-0.31194335,0.34591058,3
0.030589081,0.30720174,-0.13610722,0.42897108,1
-0.010273028,-0.39685157,-0.484111,0.39894056,3
-0.014887061,-0.075680405,-0.33280545,0.36666903,3
0.053756855,0.28372788,-0.031858012,0.45976508,1
0.007917054,-0.39652118,-0.4017257,0.39662623,3
0.06461515,-0.13594313,-0.36323547,0.43114758,3
-0.0056537017,0.31839076,-0.1064236,0.4195518,1
-0.012660172,-0.37487265,-0.48069352,0.37582105,3
-0.05259864,-0.07009362,-0.3231701,0.37116554,3
0.039571248,0.2968619,-0.034827664,0.43311626,1
-0.00051803887,-0.38520738,-0.35527512,0.38140988,3
-0.07313874,-0.06684532,-0.23707338,0.35845244,3
0.027139276,0.3042689,-0.028047055,0.42383224,1
0.007271789,-0.3945998,-0.38055974,0.3952899,3
-0.047223955,-0.055963967,-0.33928782,0.344345,3
0.049807116,0.28653523,-0.018508002,0.43625644,1
-0.008886874,-0.401847,-0.45651734,0.40658262,3
-0.01595914,-0.0796678,-0.3239693,0.3603519,3
0.094797514,0.23894812,-0.05666414,0.483758,1
-0.0007185191,-0.3610304,-0.36046633,0.35684156,3
-0.065426566,-0.05346131,-0.28288078,0.33388197,3
0.012721233,0.28952208,-0.056095704,0.4385353,1
-0.010539636,-0.30339733,-0.466524,0.29774395,3
-0.013503093,-0.05054121,-0.42486864,0.32514,3
0.045503356,0.2749104,-0.027704254,0.43750137,1
-0.037341114,-0.29025882,-0.5482715,0.284409,3
-0.045497853,-0.0318622,-0.3629821,0.29663035,3
0.06477239,0.25904408,-0.0034957528,0.45209423,1
-0.015155289,-0.33342737,-0.44890547,0.32666343,3
-0.044402294,-0.044009224,-0.30567813,0.3021682,3
0.019870505,0.27228326,-0.11851816,0.43525097,1
-0.047809906,-0.36654943,-0.6268057,0.3804783,3
0.004448302,-0.058293737,-0.39569283,0.31517407,3
-0.0031958893,0.2916176,-0.097388394,0.4038089,1
-0.026463706,-0.3066534,-0.5000432,0.30078003,3
-0.03179391,-0.027217817,-0.40109104,0.28120142,3
0.03323116,0.2782624,-0.024524033,0.41367605,1
-0.05922305,-0.27935454,-0.64277923,0.28249845,3
-0.0011024475,-0.061000586,-0.339749,0.30465472,3
0.022325829,0.28389215,-0.027063206,0.40786296,1
-0.0130798,-0.2811226,-0.35621995,0.26035252,3
-0.06938041,-0.019369218,-0.31575745,0.26834345,3
0.09733572,0.22153558,0.019682601,0.46911496,1
-0.019330412,-0.311145,-0.39988005,0.29994404,3
0.18584254,-0.17408037,-0.51045233,0.41779155,3
0.018329874,0.26252055,-0.02883482,0.43599752,1
-0.021586511,-0.28681004,-0.42719495,0.27522045,3
0.17565751,-0.19776769,-0.48566014,0.45820194,3
0.014973044,0.2686934,-0.045258358,0.4164479,1
-0.043761063,-0.27560666,-0.5404484,0.26726952,3
0.059847243,-0.15378518,-0.3470108,0.4176905,3
0.011831343,0.27306527,-0.049463823,0.40455258,1
-0.064863354,-0.24919796,-0.6261718,0.24702409,3
0.04130224,-0.12586994,-0.38606676,0.38985157,3
-0.02938613,0.2986465,-0.109817035,0.3682983,1
