日期,2317_成交股數,2330_成交股數,2454_成交股數,2317_成交金額,2330_成交金額,2454_成交金額,2317_開盤價,2330_開盤價,2454_開盤價,2317_最高價,2330_最高價,2454_最高價,2317_最低價,2330_最低價,2454_最低價,2317_收盤價,2330_收盤價,2454_收盤價,2317_漲跌價差,2330_漲跌價差,2454_漲跌價差,2317_成交筆數,2330_成交筆數,2454_成交筆數,2317_SMA_5,2330_SMA_5,2454_SMA_5,2317_SMA_20,2330_SMA_20,2454_SMA_20,2317_SMA_60,2330_SMA_60,2454_SMA_60,2317_SMA_50,2330_SMA_50,2454_SMA_50,2317_SMA_200,2330_SMA_200,2454_SMA_200,2317_EMA_5,2330_EMA_5,2454_EMA_5,2317_EMA_20,2330_EMA_20,2454_EMA_20,2317_RSI,2330_RSI,2454_RSI,2317_MACD,2330_MACD,2454_MACD,2317_MACD_signal,2330_MACD_signal,2454_MACD_signal,2317_MACD_hist,2330_MACD_hist,2454_MACD_hist,2317_Support_Level,2330_Support_Level,2454_Support_Level,2317_Resistance_Level,2330_Resistance_Level,2454_Resistance_Level
2010-11-04,18447095,32789288,12689578,2146756555,2092387807,5118550356,116,63.9,397,117,64.1,408,115,63.6,396,117,63.9,402,2,0,9,6612,11096,9561,116.3,63.48,392.2,115.55,62.02,393.3,117.675,60.8983333333333,433.641666666667,114.97,61.11,429.79,128.2625,60.8505,488.155,116.318440804767,63.4668661132585,394.232518769388,115.961618343667,62.3288381337378,399.172174976061,52.5137055448421,67.339506638842,48.3866783741311,0.005019790877284,0.683574277396573,-10.3841347543545,-0.216043853309416,0.461327002261062,-13.6089906018084,0.2210636441867,0.222247275135511,3.22485584745382,114.97,60.8505,393.3,128.2625,62.02,488.155
2010-11-05,27678975,44439457,14874643,3255231575,2853065105,5946621914,118.5,64.5,408,118.5,64.6,408,117,63.8,396,117,64.2,396,0,0.3,-6,11334,12995,8670,116.5,63.76,394.4,115.475,62.14,392.6,117.458333333333,60.965,432.591666666667,114.93,61.218,428.95,128.0925,60.857,487.205,116.545627203178,63.7112440755057,394.821679179592,116.060511834746,62.5070440257627,398.870063073579,52.5137055448421,69.0907636006028,45.3644389293625,0.079627198877716,0.746188092844832,-9.43271995520638,-0.15690964287199,0.518299220377816,-12.773736472488,0.236536841749706,0.227888872467016,3.34101651728158,114.93,60.857,392.6,128.0925,62.14,487.205
2010-11-08,15111651,25993414,10593329,1752412016,1646648272,4100101931,117.5,64.2,391,117.5,64.2,393,115,63.1,385,116,63.3,385,-1,-0.9,-11,6990,9057,7864,116.3,63.72,392.7,115.425,62.23,391.35,117.216666666667,61.0183333333333,431.341666666667,114.85,61.308,427.92,127.9275,60.861,486.28,116.363751468785,63.5741627170038,391.547786119728,116.054748802866,62.5825636423568,397.54910468562,49.5866407810697,58.8891602549169,40.384297153112,0.057400784076023,0.714946061155061,-9.4573069934213,-0.114047557482387,0.557628588533265,-12.1104505766746,0.17144834155841,0.157317472621796,2.65314358325333,114.85,60.861,391.35,127.9275,62.23,486.28
2010-11-09,17615447,25859736,6257133,2036532011,1646238339,2415211125,116,63.3,385,116.5,64,391,115,63.1,382,115,64,382.5,-1,0.7,-2.5,7935,9060,4934,116,63.86,391.7,115.525,62.38,390.425,116.933333333333,61.08,430.05,114.73,61.4,426.86,127.765,60.866,485.3125,115.909167645857,63.7161084780025,388.531857413152,115.954296535926,62.7175575811799,396.115856620322,46.778672220581,63.4140035450488,39.3275879719191,-0.040439293436137,0.738161608279547,-9.56822496360769,-0.099325904673137,0.593735192482522,-11.6020054540612,0.058886611237,0.144426415797026,2.03378049045355,114.73,60.866,390.425,127.765,62.38,485.3125
2010-11-10,18113677,40350878,6593788,2104581939,2582636832,2521353311,116,64,384.5,117,64.3,385,115.5,63.7,380.5,116.5,64.2,381,1.5,0.2,-1.5,7366,8993,4736,116.3,63.92,389.3,115.625,62.54,389.225,116.683333333333,61.1533333333333,428.8,114.8,61.506,425.75,127.6175,60.874,484.4675,116.106111763905,63.8774056520017,386.021238275435,116.006268294409,62.8587425734485,394.676251227911,51.2390877307601,64.6124385088986,38.6737129388393,0.00302434148665,0.763892745106091,-9.66574502613423,-0.07885585544118,0.627766703007235,-11.2147533684758,0.08188019692783,0.136126042098855,1.54900834234161,114.8,60.874,389.225,127.6175,62.54,484.4675
2010-11-11,22839051,31729995,6450484,2647895822,2026479596,2475436856,116,63.9,381,116.5,64.2,387,115.5,63.7,381,115.5,63.7,382,-1,-0.5,1,9281,9432,4780,116,63.88,385.3,115.625,62.635,388.125,116.425,61.2216666666667,427.55,114.94,61.598,424.64,127.505,60.887,483.7625,115.90407450927,63.8182704346678,384.680825516957,115.95805226637,62.9388623283582,393.468989206205,48.3309917048119,59.3760088200374,39.3971222846422,-0.042729498291635,0.735461097376387,-9.55222661328605,-0.071630584011271,0.649305581881066,-10.8822480174379,0.028901085719636,0.086155515495321,1.33002140415183,114.94,60.887,388.125,127.505,62.635,483.7625
2010-11-12,35815191,29717715,6552489,4077180465,1881294945,2484395521,115,63.6,381,115.5,64,381.5,113,63,376.5,113.5,63,378,-2,-0.7,-4,16312,8334,4830,115.3,63.64,381.7,115.5,62.69,387.525,116.066666666667,61.27,426.216666666667,115,61.668,423.3,127.375,60.9,483.0225,115.102716339513,63.5455136231119,382.453883677971,115.723952050525,62.9446849637526,391.995752138947,43.0664442034392,52.9108844362825,37.4920088936637,-0.237633737453635,0.648963811008364,-9.6735187215869,-0.104831214699743,0.649237227706526,-10.6405021582677,-0.132802522753891,-0.000273416698161,0.966983436680785,115,60.9,387.525,127.375,62.69,483.0225
2010-11-15,31115663,27654865,4657187,3486978919,1763056334,1775267505,113,63.8,378,113,64,384,111.5,63.2,378,112,63.9,380,-1.5,0.9,2,14910,7637,3377,114.5,63.76,380.7,115.45,62.86,387.725,115.691666666667,61.3366666666667,425,115.01,61.75,421.4,127.2525,60.919,482.3425,114.068477559675,63.6636757487412,381.635922451981,115.369289950475,63.0356673481571,390.853299554286,39.583876178069,59.0800957315022,39.0783005028719,-0.507286531811843,0.64559455461167,-9.4987644620324,-0.185322278122163,0.648508693087554,-10.4121546190206,-0.32196425368968,-0.002914138475885,0.913390156988232,115.01,60.919,387.725,127.2525,62.86,482.3425
2010-11-16,19718105,57574940,8804433,2217786844,3709785040,3417109638,111.5,64.3,382,113,64.7,393,111,64.1,382,113,64.5,385,1,0.6,5,8845,13615,6534,114.1,63.86,381.2,115.5,63.05,387.95,115.325,61.41,423.95,115.1,61.83,419.56,127.1525,60.9435,481.6575,113.712318373117,63.9424504991608,382.757281634654,115.143643288525,63.1751276007136,390.295842453878,42.8989854042153,62.5980988044227,42.9745007832253,-0.632999843268422,0.683460868778241,-8.85474030469447,-0.274857791151415,0.655499128225692,-10.1006717561554,-0.358142052117007,0.027961740552549,1.24593145146093,115.1,60.9435,387.95,127.1525,63.05,481.6575
2010-11-17,20803581,51389635,5558852,2337631153,3289392041,2132940425,112,64.2,383,113,64.5,387,112,63.6,381,112.5,63.8,383,-0.5,-0.7,-2,8893,13110,4105,113.3,63.78,381.6,115.425,63.19,387.475,114.983333333333,61.48,422.883333333333,115.2,61.902,417.78,127.035,60.9625,480.9575,113.308212248745,63.8949669994406,382.838187756436,114.891867737237,63.2346392577885,389.601000315413,41.6678639244366,56.4955999899508,41.8223163053068,-0.764165544913695,0.649499025247444,-8.40879841156999,-0.372719341903871,0.654299107630042,-9.76229708723832,-0.391446203009824,-0.004800082382598,1.35349867566833,115.2,60.9625,387.475,127.035,63.19,480.9575
2010-11-18,15246957,39098639,7465262,1721813598,2472196460,2813402346,113,63.7,385,113.5,63.9,387,112,63,380,113.5,63.3,380.5,1,-0.5,-2.5,6016,8795,4543,112.9,63.7,381.3,115.45,63.305,387.15,114.883333333333,61.5566666666667,422.041666666667,115.31,61.982,416.05,126.93,60.9715,480.26,113.372141499163,63.6966446662937,382.058791837624,114.759308905119,63.2408640903801,388.734238380612,45.0635619650296,52.5545366094376,40.3654630296442,-0.778450176745011,0.57560300509941,-8.16301717437477,-0.453865508872099,0.638559887123916,-9.44244110466561,-0.324584667872912,-0.062956882024506,1.27942393029084,115.31,60.9715,387.15,126.93,63.305,480.26
2010-11-19,27972288,23828288,8365721,3209227492,1514110594,3217243469,114.5,63.6,382,116,64,388,113.5,63,381,114,63.7,382.5,0.5,0.4,2,13130,6361,6142,113,63.84,382.2,115.45,63.4,386.925,114.8,61.6383333333333,421.116666666667,115.45,62.066,414.47,126.8425,60.991,479.6475,113.581427666109,63.6977631108625,382.205861225083,114.686993771299,63.2845913198677,388.140501391982,46.7332378333984,55.2443452209486,42.1030171283053,-0.740884572889271,0.543056516321329,-7.71788353071037,-0.511269321675534,0.619459212963398,-9.09752958987456,-0.229615251213738,-0.076402696642069,1.37964605916419,115.45,60.991,386.925,126.8425,63.4,479.6475
2010-11-22,22549673,25455014,11764899,2589160595,1626202406,4572522401,114.5,63.6,384,115.5,64.3,396,114.5,63.2,381.5,115,63.8,396,1,0.1,13.5,7856,7429,8735,113.6,63.82,385.4,115.275,63.49,386.975,114.716666666667,61.7216666666667,420.441666666667,115.59,62.156,412.89,126.7475,61.015,479.1375,114.054285110739,63.7318420739083,386.803907483388,114.716803888318,63.3336778608327,388.889025068936,50.0059278017542,55.9171987934978,52.2223854263497,-0.623237623168791,0.51934566025507,-6.20425593489688,-0.533662981974185,0.599436502421733,-8.51887485887903,-0.089574641194606,-0.080090842166663,2.31461892398215,115.275,61.015,386.975,126.7475,63.49,479.1375
2010-11-23,21841596,31197401,24229974,2482775078,1980052805,9779382600,115,63.7,398,115,63.8,410,113,63.3,398,113,63.4,399,-2,-0.4,3,9997,7535,16489,113.6,63.6,388.2,115.025,63.545,387.275,114.583333333333,61.7883333333333,419.833333333333,115.55,62.206,411.27,126.6225,61.033,478.5875,113.702856740493,63.6212280492722,390.869271655592,114.553298756097,63.3399942550391,389.851975062371,44.161915186731,52.5161695671024,54.1406034843302,-0.683505823551101,0.462941477750107,-4.70834535772224,-0.563631550289568,0.572137497487407,-7.75676895864767,-0.119874273261533,-0.1091960197373,3.04842360092543,115.025,61.033,387.275,126.6225,63.545,478.5875
2010-11-24,22397388,29838835,12048520,2515824565,1900190249,4845372020,112.5,63,399,113,64,405,112,63,399,112,63.2,400,-1,-0.2,1,10131,6770,7764,113.5,63.48,391.6,114.825,63.605,388.125,114.566666666667,61.86,419.225,115.48,62.25,409.57,126.5,61.0535,478.0125,113.135237826995,63.4808186995148,393.912847770395,114.310127445993,63.3266614688449,390.818453627859,41.5474168478085,50.8507747126781,54.7921579386312,-0.802707338681955,0.39752006436018,-3.40290720913555,-0.611446707968046,0.537214010861962,-6.88599660874525,-0.191260630713909,-0.139693946501782,3.4830893996097,114.825,61.0535,388.125,126.5,63.605,478.0125
2010-11-25,26367889,35239560,9713015,2960577410,2261940415,3872648451,113.5,63.8,403,113.5,64.5,404,111.5,63.5,395,112,64.4,397,0,1.2,-3,11758,10703,7320,113.2,63.7,394.9,114.6,63.69,388.425,114.625,61.9483333333333,418.55,115.41,62.314,407.95,126.3975,61.0895,477.4425,112.756825217997,63.7872124663432,394.941898513597,114.090115308279,63.4288841860978,391.407172329968,41.5474168478085,59.2091659517578,52.3874857709618,-0.886951177161336,0.437460323791321,-2.58066470287378,-0.666547601806704,0.517263273447834,-6.02493022757095,-0.220403575354632,-0.079802949656513,3.44426552469718,114.6,61.0895,388.425,126.3975,63.69,477.4425
2010-11-26,31492795,34464743,10175815,3506729024,2217689791,4090295030,112.5,63.9,402,112.5,64.5,406,111,63.9,398,111,64.4,398,-1,0,1,17090,8509,7537,112.6,63.84,398,114.35,63.77,389.075,114.633333333333,62.03,417.766666666667,115.33,62.392,406.41,126.2775,61.1215,476.8725,112.171216811998,63.9914749775622,395.961265675731,113.795818612252,63.5213714064694,392.035060679495,38.8780152077919,59.2091659517578,53.1259565558132,-1.02261855856641,0.463767247006125,-1.82727624693791,-0.737761793158645,0.506564068159492,-5.18539943144434,-0.284856765407762,-0.042796821153367,3.35812318450643,114.35,61.1215,389.075,126.2775,63.77,476.8725
